road_name,ausrap_section_id,veh_str_rating_smoothed,survey_date,road_type,OBJECTID,SHAPE_Length
0000648-COWPASTURE RD,1,2,20160202,State,4719,96.15434241
"0004053-JOHN RENSHAW PWY,TIMOR RD",1,1,20220211,Regional,4720,21069.6881
"0007157-RAILWAY TCE,RIVERSTONE PDE,HAMBLEDON RD",1,3,20210923,Regional,4721,1689.526073
"0000202-MARTHAGUY RD,MERRI MERRI RD",1,2,20220117,Regional,4722,14187.61929
0000078-OLYMPIC HIGHWAY,2,3,20140930,State,4723,2557.971836
"0000080-KIDMAN WAY,MOSSGIEL RD,IRRIGATION WAY",1,2,20140923,State,4724,3628.829979
0000677-ALPINE WAY,1,2,20150206,State,4725,3735.182213
"0000243-CANOLA WAY,NANGUS RD,GUNDAGAI RD",4,5,20211028,Regional,4726,730.7762091
0000029-KAMILAROI HIGHWAY,2,1,20211102,State,4727,3497.579263
0000078-OLYMPIC HIGHWAY,1,3,20140930,State,4728,3714.044382
"0000057-GOLDFIELDS WAY, THE GIPPS WAY, FIFIELD RD, THE BOGAN WAY",3,3,20220207,Regional,4729,7293.757178
0000021-COBB HIGHWAY,1,3,20140902,State,4730,3714.198621
0000011-OXLEY HIGHWAY,1,2,20201209,State,4731,3509.841404
"0000598-COPE RD,GOOLMA RD",2,3,20211221,Regional,4732,826.1940626
0000306-DUNOON RD,1,3,20220703,Regional,4733,1938.334424
0007478-CAMBRIDGE AV,1,4,20210928,Regional,4734,1300.806973
"0000079-BRAIDWOOD RD,GOULBURN RD",1,1,20151202,State,4735,10876.85939
"0000067-HATFIELD PENARIE RD,IVANHOE RD,BALRANALD RD",1,4,20211105,Regional,4736,10779.06179
0000004-SNOWY MOUNTAINS HIGHWAY,2,3,20201110,State,4737,978.6117481
"0000683-RESERVOIR RD,BALMORAL ST,THIRD AV",1,4,20161110,State,4738,120.8639404
0000017-NEWELL HIGHWAY,2,2,20150221,State,4739,27158.83633
0000675-MOTORWAY LINK,1,4,20160308,State,4740,478.2678053
0000286-KOSCIUSZKO RD,1,2,20140927,State,4741,1987.049859
"0000194-GENERAL HOLMES DR,THE GRAND PDE",1,2,20160225,State,4742,242.0198656
"0000181-WOLLOMBI RD,GREAT NORTH RD,ST ALBANS RD",1,2,20150110,State,4743,1446.118519
0002048-ANDREWS RD,1,3,20210921,Regional,4744,2714.313493
0000002-HUME HIGHWAY,1,2,20140918,State,4745,723.2341816
0000008-BARRIER HIGHWAY,1,2,20211210,State,4746,3403.133092
0000214-ULAN RD,1,2,20211220,Regional,4747,28549.75702
0000009-NEW ENGLAND HIGHWAY,2,2,20211101,State,4748,3554.600161
0000029-KAMILAROI HIGHWAY,3,3,20220115,State,4749,6486.036924
0000314-SPRING DR,1,3,20160123,State,4750,1734.613434
0000001-PRINCES HIGHWAY,3,3,20150320,State,4751,3742.634928
"0000184-BELLS LINE OF RD,WINDSOR RD",1,2,20210924,State,4752,603.5196702
"0000129-BARADINE RD,COONABARABRAN RD,PURLEWAUGH RD",2,1,20220506,Regional,4753,3629.318944
"0000240-ARDLETHAN RD,COOLAMON RD",1,4,20211029,Regional,4754,1588.304787
"0000192-THE BUCKETTS WAY,GLOUCESTER RD,WINGHAM RD",1,4,20220429,Regional,4755,2357.061156
0000010-PACIFIC HIGHWAY,1,3,20211023,State,4756,12355.95336
"0000063-MANILLA RD,WARIALDA RD,COBBADAH RD",1,3,20150922,State,4757,1041.032511
"0000463-MULLUMBIMBY RD,ARGYLE ST",1,2,20220601,Regional,4758,3413.603226
0000007-MITCHELL HIGHWAY,2,2,20210217,State,4759,12443.54994
0000022-SILVER CITY HIGHWAY,1,3,20140910,State,4760,1811.43251
"0000238-PARKES EUGOWRA RD,NANGAR RD,EUGOWRA RD",1,2,20220204,Regional,4761,25706.88992
"0000460-PLUMMERS LANE,GREGORY ST",1,3,20220708,Regional,4762,1533.020341
"0000181-WOLLOMBI RD,GREAT NORTH RD,ST ALBANS RD",1,2,20220421,Regional,4763,7173.15484
0000327-ALISON RD,2,3,20150211,State,4764,1087.150383
"0000694-YANGA WAY,MALLEE HWY",1,2,20160119,State,4765,7342.416878
0000002-HUME HIGHWAY,2,3,20140918,State,4766,3634.970473
"0000061-HENRY PARKES WAY,THE ESCORT WAY",2,2,20140926,State,4767,40847.47342
"0007291-OLD BATHURST RD,WILSON WAY",1,2,20210921,Regional,4768,1446.557282
"0007519-MENDOORAN RD,FOREST RD",1,1,20211221,Regional,4769,7096.235787
"0007625-COOMA RD,BADJA RD,NUMERALLA RD",1,1,20211216,Regional,4770,31457.38341
"0007127-TOWER ST,PARK RD",1,3,20210928,Regional,4771,4425.427961
"0000528-MCEVOY ST,DACEY AV,SYDNEY PARK RD",1,3,20151208,State,4772,1566.42306
0000662-CAPTAIN COOK DR,1,3,20160223,State,4773,2065.303915
0007002-BATES DR,1,3,20210710,Regional,4774,1685.08006
0000055-BLACK STUMP WAY,1,2,20211222,Regional,4775,12706.38448
"0007128-URANUS RD,ALMA RD,FARADAY RD",1,3,20210928,Regional,4776,2847.593643
"0000240-ARDLETHAN RD,COOLAMON RD",1,2,20211029,Regional,4777,3662.612938
0000010-PACIFIC HIGHWAY,15,4,20211113,State,4778,6820.320938
"0000159-PITTWATER RD,SYDNEY RD",1,3,20161130,State,4779,842.6468602
0000002-HUME HIGHWAY,2,3,20140918,State,4780,20431.86278
0000001-PRINCES HIGHWAY,2,2,20211210,Regional,4781,486.0648972
0000106-LINDSAYS GAP RD,1,1,20220511,Regional,4782,3527.602066
0007195-DENHAM COURT RD,1,3,20210928,Regional,4783,1297.705247
0000083-SUMMERLAND WAY,2,2,20150921,State,4784,46146.77226
0000002-HUME HIGHWAY,2,2,20140918,State,4785,4290.618688
"0000059-URANA LOCKHART RD,COCKETGEDONG RD,LOCKHART RD",1,4,20211111,Regional,4786,3672.242229
0000398-MARY GILMORE WAY,3,,20211023,Regional,4787,362.4305568
"0000181-WOLLOMBI RD,GREAT NORTH RD,ST ALBANS RD",1,3,20220421,Regional,4788,954.4141243
0000398-MARY GILMORE WAY,3,3,20211023,Regional,4789,3626.148779
"0007253-HAWKSVIEW ST,OXFORD ST",1,4,20211002,Regional,4790,2632.325842
0000141-KYOGLE RD,1,2,20220528,Regional,4791,3412.906631
0000010-PACIFIC HIGHWAY,15,3,20211113,State,4792,10186.07208
0000010-PACIFIC HIGHWAY,9,3,20211104,State,4793,74523.22059
"0007157-RAILWAY TCE,RIVERSTONE PDE,HAMBLEDON RD",1,4,20210923,Regional,4794,1684.964876
0000679-TWEED VALLEY WAY,1,4,20220530,Regional,4795,1137.624286
"0000321-KIDMAN WAY,RANKINS SPRINGS RD",2,3,20160120,State,4796,3046.547829
0000020-RIVERINA HIGHWAY,2,4,20160123,State,4797,492.4596345
0000628-TOOMA RD,1,3,20211117,Regional,4798,2346.529833
0000622-MT LINDESAY RD,1,3,20220528,Regional,4799,340.6069342
"0000023-NEWCASTLE INNER CITY BYPA, LOOKOUT RD",1,3,20150107,State,4800,239.3044103
0000135-GUYRA RD,1,2,20220517,Regional,4801,3464.660971
"0000067-HATFIELD PENARIE RD,IVANHOE RD,BALRANALD RD",1,2,20211105,Regional,4802,7309.460914
"0000363-BERRIGAN RD,COBRAM RD",1,2,20211118,Regional,4803,11109.99578
"0000200-KING GEORGES RD,CENTENARY DR,HOMEBUSH BAY DR",1,3,20160222,State,4804,967.8781556
"0000092-NERRIGA RD,BRAIDWOOD RD",1,1,20211202,Regional,4805,14454.17031
"0000211-HOLBROOK RD,HOLBROOK WAGGA RD",1,3,20211117,Regional,4806,1104.342408
0000001-PRINCES HIGHWAY,1,3,20150320,State,4807,1210.850629
"0000692-THE LAKES WAY,FAILFORD RD,MANNING ST",1,3,20151012,State,4808,118.1354019
0000148-CORAKI RD,1,3,20220704,Regional,4809,3431.123922
"0007734-RIFLE RANGE RD,TINTENBAR RD,TEVEN RD",1,3,20220601,Regional,4810,2509.548363
"0007636-HIGHLAND WAY,PENROSE RD",1,4,20211213,Regional,4811,1338.365078
"0000333-CARINDA RD,CUMBERDOON WAY",1,2,20220117,Regional,4812,3501.701557
0000078-OLYMPIC HIGHWAY,3,2,20140926,State,4813,3651.665073
"0000208-WOLLAR RD,BYLONG VALLEY WAY",1,1,20220208,Regional,4814,7825.006537
0007609-MURRUMBATEMAN RD,1,2,20211021,Regional,4815,3540.993518
0000654-WOODSTOCK AV,1,3,20160222,State,4816,880.035674
"0000260-OLD HUME HWY,MOSS VALE RD,MITTAGONG RD",1,2,20160304,State,4817,2186.149277
0000005-GREAT WESTERN HIGHWAY,7,2,20151010,State,4818,842.2259337
0000150-CLARENCE WAY,1,3,20220630,Regional,4819,575.9531347
0000457-GUNDABLOUI RD,1,4,20220331,Regional,4820,6903.173237
0000022-SILVER CITY HIGHWAY,1,2,20140910,State,4821,29849.14799
"0000057-GOLDFIELDS WAY, THE GIPPS WAY, FIFIELD RD, THE BOGAN WAY",1,4,20150219,State,4822,851.9628047
0000017-NEWELL HIGHWAY,1,2,20150220,State,4823,10947.18768
"0007632-CULBURRA RD,GREENWELL POINT RD",1,2,20211202,Regional,4824,19778.05792
"0000181-WOLLOMBI RD,GREAT NORTH RD,ST ALBANS RD",1,3,20220420,Regional,4825,840.4348665
0000018-CASTLEREAGH HIGHWAY,3,3,20150915,State,4826,231.7021741
"0000243-CANOLA WAY,NANGUS RD,GUNDAGAI RD",3,3,20211028,Regional,4827,7305.914411
"0007523-GERTY ST,MARSHALLS LANE",1,4,20211217,Regional,4828,840.0823693
0000014-STURT HIGHWAY,2,3,20201029,State,4829,3643.428955
"0000200-KING GEORGES RD,CENTENARY DR,HOMEBUSH BAY DR",1,3,20160222,State,4830,7016.048355
"0000527-MAIN RD,GEORGE BOOTH DR,MACQUARIE RD",1,4,20150701,State,4831,478.4222596
0000021-COBB HIGHWAY,1,2,20140903,State,4832,7308.414028
"0000067-HATFIELD PENARIE RD,IVANHOE RD,BALRANALD RD",1,3,20211105,Regional,4833,3639.828751
"0000394-THE SNOWY RIVER WAY,DALGETY RD",1,2,20211124,Regional,4834,7467.777713
0000025-ILLAWARRA HIGHWAY,2,1,20210227,State,4835,3643.515887
0000187-YETMAN RD,1,3,20220520,Regional,4836,2426.872531
0000017-NEWELL HIGHWAY,1,3,20150220,State,4837,2102.567891
0000051-KINGS HIGHWAY,2,3,20210226,State,4838,1226.231216
0007517-JOBS GATE RD,1,3,20220402,Regional,4839,27635.06043
"0007734-RIFLE RANGE RD,TINTENBAR RD,TEVEN RD",1,2,20220601,Regional,4840,4443.360019
"0000184-BELLS LINE OF RD,WINDSOR RD",2,3,20151130,State,4841,721.818128
"0000220-WINE COUNTRY DR,LEGGETTS DR,CESSNOCK RD",1,3,20150109,State,4842,6328.888955
0000354-THE MCGRANE WAY,1,4,20220202,Regional,4843,1899.229375
"0000630-LONDONDERRY RD,CASTLEREAGH RD,CRANEBROOK RD",2,2,20161102,State,4844,1569.26186
0000010-PACIFIC HIGHWAY,15,4,20211115,State,4845,41574.83685
"0000142-KYOGLE RD,NIMBIN RD,BLUE KNOB RD",1,1,20220703,Regional,4846,28822.08299
0000003-FEDERAL HIGHWAY,1,4,20130923,State,4847,18263.5585
0000462-BRUXNER WAY,1,2,20220524,Regional,4848,3437.971209
0000290-AMOSFIELD RD,2,2,20220527,Regional,4849,753.59302
"0000676-SYDNEY RD,HUME ST",1,3,20151202,State,4850,411.0071856
0000661-ANZAC PDE,1,3,20150211,State,4851,4199.137224
0000007-MITCHELL HIGHWAY,3,3,20220201,State,4852,6275.721632
0000679-TWEED VALLEY WAY,1,2,20220530,Regional,4853,4091.8526
"0000130-WERRIS CREEK RD,DURI RD",1,,20220509,Regional,4854,586.9673781
0006003-M1 PACIFIC MOTORWAY,1,3,20160307,State,4855,120.1556175
"0007733-MINJUNGBAL DR,WHARF ST",1,3,20220530,Regional,4856,5481.022593
"0000519-BLAXLANDS RIDGE RD,COMLEROY RD",1,3,20211006,Regional,4857,3609.579199
"0000151-ORARA WAY,CORAMBA RD",1,3,20220629,Regional,4858,2083.746306
0000185-LAWRENCE HARGRAVE DRIVE,1,3,20150210,State,4859,6185.32819
0000084-BURLEY GRIFFIN WAY,3,2,20140923,State,4860,21205.22828
0000055-BLACK STUMP WAY,1,2,20211222,Regional,4861,471.6947003
"0860083-PRINCE ST,BENT ST,CRAIG ST",1,4,20150921,State,4862,115.2868322
0006004-M4 WESTERN MOTORWAY,2,3,20161121,State,4863,16134.73718
0000090-THE BUCKETTS WAY,1,2,20220429,Regional,4864,10517.73048
0007045-COWARD ST,1,4,20211020,Regional,4865,333.8227135
"0007480-VICTORIA ST,COWPASTURE RD",1,3,20210923,Regional,4866,481.6093507
0000014-STURT HIGHWAY,2,3,20201028,State,4867,7040.981351
0000508-HENRY LAWSON DRIVE,1,4,20160219,State,4868,1572.38748
0007521-KIACATOO RD,1,2,20220205,Regional,4869,3582.531648
0000007-MITCHELL HIGHWAY,3,3,20201026,State,4870,24400.03876
0000022-SILVER CITY HIGHWAY,2,3,20140911,State,4871,3523.662354
0000007-MITCHELL HIGHWAY,3,3,20201026,State,4872,3459.018788
"0000184-BELLS LINE OF RD,WINDSOR RD",2,4,20151130,State,4873,2885.051536
0000018-CASTLEREAGH HIGHWAY,2,2,20150914,State,4874,10603.9547
"0000063-MANILLA RD,WARIALDA RD,COBBADAH RD",1,4,20150922,State,4875,693.5563916
0000017-NEWELL HIGHWAY,2,2,20150221,State,4876,29668.55536
0000030-CENTRAL COAST HIGHWAY,5,3,20201210,State,4877,1200.151847
"0000095-PICTON RD,MT OUSLEY RD",1,3,20150320,State,4878,1696.888918
0000006-MID WESTERN HIGHWAY,1,4,20140901,State,4879,239.6656537
"0000082-NEWCASTLE LINK RD,NEWCASTLE RD,GRIFFITHS RD",1,2,20150108,State,4880,477.3502544
0000010-PACIFIC HIGHWAY,15,4,20211113,State,4881,3428.120224
"0000190-SILVERWATER RD,ALFORDS POINT RD,NEW ILLAWARRA RD",4,3,20161108,State,4882,2056.67986
0007001-THE BOULEVARDE,1,3,20211007,Regional,4883,2365.324656
0000078-OLYMPIC HIGHWAY,1,3,20140930,State,4884,6646.550602
0000215-BYLONG VALLEY WAY,1,2,20211220,Regional,4885,3582.305865
0000677-ALPINE WAY,1,3,20150206,State,4886,17649.07816
"0002057-EAST ST,ARTHUR ST,WEEROONA RD",1,2,20211005,Regional,4887,1205.460535
0000003-FEDERAL HIGHWAY,1,3,20130923,State,4888,25714.03684
0000010-PACIFIC HIGHWAY,9,3,20211113,State,4889,3463.84482
"0000264-JAMBEROO MOUNTAIN RD,JAMBEROO RD",1,3,20211213,Regional,4890,3653.304561
"0000685-HAWKESBURY VALLEY WAY,GROVES AV",1,2,20161102,State,4891,120.0875547
0000421-KIDMAN WAY,1,3,20140906,State,4892,7043.239597
"0000240-ARDLETHAN RD,COOLAMON RD",1,3,20211029,Regional,4893,10015.71319
0000011-OXLEY HIGHWAY,2,3,20210501,State,4894,43040.86901
"0000061-HENRY PARKES WAY,THE ESCORT WAY",2,1,20140926,State,4895,10872.6499
0000002-HUME HIGHWAY,2,2,20140918,State,4896,3530.844256
0000007-MITCHELL HIGHWAY,1,3,20210217,State,4897,1440.031467
"0000190-SILVERWATER RD,ALFORDS POINT RD,NEW ILLAWARRA RD",4,2,20161108,State,4898,1208.204555
"0000152-LAWRENCE RD,YAMBA RD",1,3,20220701,Regional,4899,1146.038171
"0007745-HOGBIN DR,ARTHUR ST",1,4,20220628,Regional,4900,348.3362623
0000022-SILVER CITY HIGHWAY,2,4,20140911,State,4901,12112.03788
0004006-RIVER RD,1,2,20211006,Regional,4902,24835.97802
0000005-GREAT WESTERN HIGHWAY,1,1,20151010,State,4903,241.8054422
0000001-PRINCES HIGHWAY,2,3,20150320,State,4904,7177.109237
0000017-NEWELL HIGHWAY,1,2,20150223,State,4905,17794.01051
0000017-NEWELL HIGHWAY,1,1,20150220,State,4906,7749.692708
0000005-GREAT WESTERN HIGHWAY,3,3,20151010,State,4907,962.974328
0000001-PRINCES HIGHWAY,3,5,20150320,State,4908,371.7329834
"0000080-KIDMAN WAY,MOSSGIEL RD,IRRIGATION WAY",1,2,20140925,State,4909,3647.814873
0000503-PUTTY ROAD,1,1,20150203,State,4910,595.3839184
"0000217-WANGI RD,LAKE RD",2,3,20160308,State,4911,478.7927218
"0000296-PRETTY PINE RD,BALRANALD RD,KYALITE RD",1,3,20211105,Regional,4912,54970.55989
0000335-WYONG RD,1,3,20150107,State,4913,2274.986
"0007192-EAGLE VALE DR,BADGALLY RD",1,3,20210922,Regional,4914,2251.723473
"0007198-CUMBERLAND RD,RAILWAY PDE,ATCHISON RD",1,3,20210922,Regional,4915,3506.894832
"0000683-RESERVOIR RD,BALMORAL ST,THIRD AV",1,3,20161110,State,4916,845.990523
0000017-NEWELL HIGHWAY,2,4,20150223,State,4917,118.2831868
"0000202-MARTHAGUY RD,MERRI MERRI RD",1,2,20220117,Regional,4918,7039.011768
"0002058-WICKS RD,GOULDING RD",1,2,20211017,Regional,4919,843.8791216
0000019-MONARO HIGHWAY,1,2,20150512,State,4920,3714.359247
0000002-HUME HIGHWAY,1,2,20140918,State,4921,1928.857057
0002029-WILLOUGHBY RD,1,3,20211019,Regional,4922,647.4112871
0007263-KURRAJONG RD,1,5,20210920,Regional,4923,755.3136948
"0000620-CAMDEN VALLEY WAY,REMEMBRANCE DVWY,CAMDEN BYPA",2,3,20161102,State,4924,1212.785566
0000679-TWEED VALLEY WAY,1,2,20220530,Regional,4925,4325.139285
0000010-PACIFIC HIGHWAY,9,4,20211113,State,4926,6821.008355
0000012-GWYDIR HIGHWAY,1,4,20210504,State,4927,460.0468569
"0000540-HOGBIN DR,LYONS RD,FIRST AV",1,3,20220602,Regional,4928,2320.265157
0000379-WOMBAT RD,1,1,20211022,Regional,4929,3648.110644
0000552-CONARGO RD,1,4,20211104,Regional,4930,3677.416746
"0007780-WELLS ST,BARRALONG RD",1,3,20220419,Regional,4931,4974.311815
0000017-NEWELL HIGHWAY,1,1,20150220,State,4932,3654.434355
"0000656-NEW LINE RD,BOUNDARY RD",1,3,20161124,State,4933,602.6632476
0000056-LACHLAN VALLEY WAY,2,3,20150218,State,4934,1934.471209
0000012-GWYDIR HIGHWAY,3,3,20201104,State,4935,4822.397518
0000010-PACIFIC HIGHWAY,15,4,20211113,State,4936,3432.068151
"0000195-LEGGETTS DR,CESSNOCK RD,MAIN RD",1,3,20150113,State,4937,7530.218584
0000160-OLD NORTHERN RD,1,,20160114,State,4938,483.0758438
"0000358-COULSONS CREEK RD,MERRIWA RD",1,2,20220405,Regional,4939,117.9961276
0000010-PACIFIC HIGHWAY,6,3,20211023,State,4940,3590.205322
"0007301-MOORE PARK RD,FOVEAUX ST",1,4,20211018,Regional,4941,1223.396201
"0000599-EASTERN VALLEY WAY,MILLER ST,STRATHALLEN AV",1,3,20161128,State,4942,241.0311283
"0000649-QUEENS RD,GIPPS ST",1,3,20151111,State,4943,4290.171805
0000028-CARNARVON HIGHWAY,1,3,20140225,State,4944,3422.523035
0000009-NEW ENGLAND HIGHWAY,2,3,20211101,State,4945,1295.032028
0000002-HUME HIGHWAY,2,2,20140918,State,4946,3655.524569
0000022-SILVER CITY HIGHWAY,2,4,20140911,State,4947,229.9939398
0000410-KIDMAN WAY,1,2,20140905,State,4948,3536.333011
"0000177-APPIN RD,CAMPBELLTOWN RD,BULLI APPIN RD",1,2,20140114,State,4949,10799.68827
"0000358-COULSONS CREEK RD,MERRIWA RD",1,2,20220405,Regional,4950,3543.655585
"0000570-HAWKESBURY RD,SPRINGWOOD RD,CASTLEREAGH RD",1,3,20161102,State,4951,3845.746977
"0007779-CULLENS RD,CAPE THREE POINTS RD,AVOCA DR",1,2,20220419,Regional,4952,1404.096082
0000165-WESTERN DISTRIBUTOR,4,3,20161124,State,4953,722.723294
0000010-PACIFIC HIGHWAY,15,3,20211021,State,4954,3452.868784
"0000183-GARDENERS RD,RAINBOW ST",2,3,20151209,State,4955,2224.966391
0000462-BRUXNER WAY,1,2,20220525,Regional,4956,3649.908934
"0002043-EASTERN ARTERIAL RD,BURNS RD,EDGEWORTH DAVID AV",1,3,20211016,Regional,4957,1202.385273
"0000079-BRAIDWOOD RD,GOULBURN RD",1,2,20151202,State,4958,1465.137679
0000002-HUME HIGHWAY,2,2,20140918,State,4959,16809.25416
0000010-PACIFIC HIGHWAY,6,3,20211023,State,4960,10060.63203
"0000254-WHITTON STOCK ROUTE RD,WHITTON RD",1,3,20211029,Regional,4961,3648.024417
"0000080-KIDMAN WAY,MOSSGIEL RD,IRRIGATION WAY",2,2,20140923,State,4962,7245.483764
0006005-M5 MOTORWAY,1,,20160310,State,4963,602.6090323
"0000181-WOLLOMBI RD,GREAT NORTH RD,ST ALBANS RD",1,3,20220421,Regional,4964,833.5733978
0000028-CARNARVON HIGHWAY,1,3,20140225,State,4965,10395.35972
0000018-CASTLEREAGH HIGHWAY,3,1,20150915,State,4966,3445.710577
0000135-GUYRA RD,1,2,20220517,Regional,4967,10426.52963
"0000253-JENOLAN CAVES RD,O'CONNELL RD,EDITH RD",1,3,20211218,Regional,4968,3168.975438
"0000162-MONA VALE RD,LANE COVE RD,RYDE RD",1,3,20150126,State,4969,5668.601892
0006004-M4 WESTERN MOTORWAY,2,2,20161121,State,4970,7219.287852
0000010-PACIFIC HIGHWAY,12,2,20211022,State,4971,4065.711867
0000078-OLYMPIC HIGHWAY,3,2,20140926,State,4972,1096.851043
0000010-PACIFIC HIGHWAY,15,3,20211113,State,4973,3463.596523
"0000245-FOREST RD,MILLTHORPE RD",1,3,20211217,Regional,4974,2401.155613
"0000190-SILVERWATER RD,ALFORDS POINT RD,NEW ILLAWARRA RD",4,1,20161108,State,4975,241.3771059
0000075-ARMIDALE RD,1,5,20220628,Regional,4976,467.2198788
"0000693-LENORE DR,OLD WALLGROVE RD",1,3,20161107,State,4977,5601.816049
"0000683-RESERVOIR RD,BALMORAL ST,THIRD AV",1,3,20161110,State,4978,483.4916862
0006003-M1 PACIFIC MOTORWAY,1,4,20160307,State,4979,361.4859078
"0000680-PEMBROKE RD,HAROLD ST,GLENFIELD RD",2,4,20161104,State,4980,484.3535387
"0000052-GRABBEN GULLEN RD,GUNDAROO RD,SUTTON RD",1,4,20151201,State,4981,245.0872846
"0000142-KYOGLE RD,NIMBIN RD,BLUE KNOB RD",1,2,20220703,Regional,4982,907.1258677
0000010-PACIFIC HIGHWAY,6,2,20211023,State,4983,1195.207987
0000025-ILLAWARRA HIGHWAY,2,4,20210227,State,4984,1821.513218
"0000159-PITTWATER RD,SYDNEY RD",1,2,20161130,State,4985,1206.941384
0000007-MITCHELL HIGHWAY,2,3,20210217,State,4986,2612.528907
"0000129-BARADINE RD,COONABARABRAN RD,PURLEWAUGH RD",3,1,20220212,Regional,4987,10539.08244
"0000331-JINGELLIC RD,WALBUNDRIE RD,CULCAIRN HOLBROOK RD",1,,20211117,Regional,4988,1109.808829
"0000680-PEMBROKE RD,HAROLD ST,GLENFIELD RD",1,3,20161104,State,4989,3147.681266
"0000331-JINGELLIC RD,WALBUNDRIE RD,CULCAIRN HOLBROOK RD",1,3,20211117,Regional,4990,3817.752329
0007706-EMMAVILLE RD,1,3,20220523,Regional,4991,1386.290532
0000005-GREAT WESTERN HIGHWAY,2,4,20130921,State,4992,1204.270164
"0000537-RICHMOND RD,BLACKTOWN RD,ROOTY HILL RD N",2,3,20160113,State,4993,865.5409405
"0000329-MERRYWINEBONE RD,KENEBRI RD,CYPRESS WAY",1,2,20220330,Regional,4994,6764.713929
"0000211-HOLBROOK RD,HOLBROOK WAGGA RD",1,4,20211117,Regional,4995,979.9871254
"0000588-JOHN RENSHAW DR,CESSNOCK RD,MAITLAND RD",1,3,20160307,State,4996,473.9229341
0006003-M1 PACIFIC MOTORWAY,2,3,20160309,State,4997,10096.4655
"0000593-SOUTHERN CROSS DR,SOUTH DOWLING ST",1,3,20151210,State,4998,967.0212674
0000018-CASTLEREAGH HIGHWAY,3,2,20150925,State,4999,10547.5274
"0000537-RICHMOND RD,BLACKTOWN RD,ROOTY HILL RD N",1,4,20160113,State,5000,362.055558
"0000080-KIDMAN WAY,MOSSGIEL RD,IRRIGATION WAY",1,2,20140923,State,5001,10553.29025
0000010-PACIFIC HIGHWAY,15,4,20211113,State,5002,10291.46518
0000008-BARRIER HIGHWAY,1,3,20211210,State,5003,3989.115555
"0007231-KING RD,AVOCA RD",1,4,20210920,Regional,5004,624.0253074
0000133-KILLARNEY GAP RD,1,2,20220519,Regional,5005,3467.869341
0007737-CRESCENT HEAD RD,1,1,20220628,Regional,5006,13691.59888
0000008-BARRIER HIGHWAY,1,2,20211210,State,5007,10565.68143
0000135-GUYRA RD,1,1,20220517,Regional,5008,231.1964255
0000163-PERCIVAL ST,1,2,20210925,Regional,5009,602.2319891
0000233-RENSHAW MCGIRR WAY,1,3,20211217,Regional,5010,1432.376413
"0000537-RICHMOND RD,BLACKTOWN RD,ROOTY HILL RD N",4,3,20160113,State,5011,1690.721194
"4510009-KELLY ST,NEW ENGLAND HWY ON RAMP",1,3,20151013,State,5012,1184.673028
0000135-GUYRA RD,1,2,20220517,Regional,5013,3472.27921
0000022-SILVER CITY HIGHWAY,1,2,20140910,State,5014,3585.572672
0000011-OXLEY HIGHWAY,2,3,20210501,State,5015,1872.044103
0000051-KINGS HIGHWAY,1,1,20210225,State,5016,3688.317107
"0000331-JINGELLIC RD,WALBUNDRIE RD,CULCAIRN HOLBROOK RD",1,2,20211117,Regional,5017,3691.062263
0000009-NEW ENGLAND HIGHWAY,2,5,20211101,State,5018,1784.457935
"0000155-MULGOA RD,PARK RD",1,2,20161103,State,5019,1809.46967
"0000054-TRUNKEY RD,SOFALA RD,JUNCTION POINT RD",1,1,20151203,State,5020,26485.98988
"0000023-NEWCASTLE INNER CITY BYPA, LOOKOUT RD",1,3,20150107,State,5021,1674.088094
"0000076-WATERFALL WAY,GRAFTON RD",1,2,20151009,State,5022,3482.188906
0006011-HUNTER EXPRESSWAY,1,3,20150109,State,5023,7031.963455
0007716-COME BY CHANCE RD,1,4,20220401,Regional,5024,3485.256631
0000386-SWAN HILL RD,1,5,20211105,Regional,5025,11046.21198
0000029-KAMILAROI HIGHWAY,2,2,20150923,State,5026,13972.1671
"0000052-GRABBEN GULLEN RD,GUNDAROO RD,SUTTON RD",3,2,20211122,Regional,5027,3663.553252
0000278-WEE JASPER RD,1,1,20211028,Regional,5028,25556.33553
"0007466-HILL RD,HOLKER ST",1,3,20210924,Regional,5029,2894.60412
"0000270-CAPTAINS FLAT RD,COOMA RD",1,1,20211203,Regional,5030,7509.390466
0000001-PRINCES HIGHWAY,3,3,20150320,State,5031,12801.92274
0007709-GRAIN VALLEY RD,1,2,20220510,Regional,5032,6995.037892
0000001-PRINCES HIGHWAY,4,2,20150320,State,5033,15053.65804
0000011-OXLEY HIGHWAY,1,3,20201209,State,5034,3516.116588
0000084-BURLEY GRIFFIN WAY,1,3,20140923,State,5035,4371.839584
"0000616-BUMBORAH POINT RD,DENISON ST,BEAUCHAMP RD",2,3,20160225,State,5036,1073.55653
"0000070-GOODOOGA RD,ARTHUR HALL VC WAY",1,2,20150910,State,5037,7553.080501
"0000108-NELSON BAY RD,CORMORANT RD",1,3,20150108,State,5038,3573.382601
0000455-PEATS RIDGE RD,1,1,20220420,Regional,5039,3600.396212
"0007734-RIFLE RANGE RD,TINTENBAR RD,TEVEN RD",1,1,20220601,Regional,5040,6841.991571
0000314-SPRING DR,1,3,20160123,State,5041,618.7965199
"0000125-URANA RD,MAHONGA RD",1,3,20211111,Regional,5042,6995.991851
"0000537-RICHMOND RD,BLACKTOWN RD,ROOTY HILL RD N",1,4,20160113,State,5043,241.3154772
