road_name,ausrap_section_id,veh_str_rating_smoothed,survey_date,road_type,OBJECTID,SHAPE_Length
"0007631-THE WOOL RD,LORALYN AV",1,3,20211214,Regional,5044,1221.475994
"0007630-GEORGE BASS DR,NORTH HEAD DR,BEACH RD",1,4,20211203,Regional,5045,616.6024522
"0000080-KIDMAN WAY,MOSSGIEL RD,IRRIGATION WAY",2,2,20140923,State,5046,3619.573197
"0000137-ASHFORD RD,BONSHAW RD",1,2,20220524,Regional,5047,3442.139981
0002104-SEVEN HILLS RD,1,3,20210924,Regional,5048,519.806148
"0000220-WINE COUNTRY DR,LEGGETTS DR,CESSNOCK RD",1,2,20150109,State,5049,3590.287792
"0000101-STROUD HILL RD,DUNGOG RD,TOCAL RD",1,1,20220406,Regional,5050,5229.457288
0000009-NEW ENGLAND HIGHWAY,2,4,20211101,State,5051,592.1589373
0000004-SNOWY MOUNTAINS HIGHWAY,2,4,20201110,State,5052,1228.739143
0000022-SILVER CITY HIGHWAY,2,3,20140911,State,5053,805.7424047
0000397-WAKEHURST PWY,2,2,20130924,State,5054,120.2115253
"0000143-TOMEWIN RD,QUEENSLAND RD",1,1,20220703,Regional,5055,3406.868516
0000022-SILVER CITY HIGHWAY,2,3,20140911,State,5056,12846.18187
0000017-NEWELL HIGHWAY,1,4,20150221,State,5057,358.7735149
0000552-CONARGO RD,1,4,20211104,Regional,5058,9552.763165
0007479-BROADARROW RD,1,3,20211008,Regional,5059,873.9649014
0000503-PUTTY ROAD,1,1,20150203,State,5060,4993.016837
0006003-M1 PACIFIC MOTORWAY,1,3,20160309,State,5061,1559.492964
0000083-SUMMERLAND WAY,3,3,20150918,State,5062,794.2896124
"0000394-THE SNOWY RIVER WAY,DALGETY RD",1,1,20211124,Regional,5063,3731.599538
"0000643-RICHMOND RD,BUNGARRIBEE RD",2,3,20161111,State,5064,6434.328075
"0000171-BUNNERONG RD,ANZAC PDE",1,4,20211009,Regional,5065,1208.582256
0000653-POWER ST,1,3,20160222,State,5066,615.6805309
"0000181-WOLLOMBI RD,GREAT NORTH RD,ST ALBANS RD",1,2,20150110,State,5067,5652.099124
0000084-BURLEY GRIFFIN WAY,2,3,20140923,State,5068,4852.24906
0000007-MITCHELL HIGHWAY,2,3,20210217,State,5069,28513.37542
0000001-PRINCES HIGHWAY,2,2,20211210,Regional,5070,2070.347521
0007015-GLOUCESTER RD,1,4,20211008,Regional,5071,2207.937667
0000009-NEW ENGLAND HIGHWAY,2,4,20211101,State,5072,1994.307716
"0000101-STROUD HILL RD,DUNGOG RD,TOCAL RD",1,2,20220406,Regional,5073,3558.971576
0000090-THE BUCKETTS WAY,1,4,20220406,Regional,5074,237.2936698
0000017-NEWELL HIGHWAY,2,2,20150221,State,5075,3529.480778
0000011-OXLEY HIGHWAY,3,3,20210212,State,5076,7049.872439
0000011-OXLEY HIGHWAY,2,2,20210501,State,5077,13993.74694
"0000167-CANTERBURY RD,NEWBRIDGE RD,MILPERRA RD",1,2,20151208,State,5078,1446.199998
"0000108-NELSON BAY RD,CORMORANT RD",5,4,20150108,State,5079,713.6039125
0000017-NEWELL HIGHWAY,1,3,20150221,State,5080,5730.129488
"0000574-KISSING POINT RD,STEWART ST,RUTLEDGE ST",1,2,20161121,State,5081,361.0590852
0000631-COOGEE BAY RD,1,3,20211009,Regional,5082,133.860814
0000002-HUME HIGHWAY,2,2,20140918,State,5083,3691.217509
"0000504-AVOCA DR,SCENIC HWY",1,3,20150107,State,5084,1922.891332
0000001-PRINCES HIGHWAY,1,3,20150320,State,5085,7256.408544
0000009-NEW ENGLAND HIGHWAY,2,5,20211101,State,5086,1071.210184
"0000241-MILVALE RD,RYE PARK RD,MURRINGO RD",2,2,20211023,Regional,5087,3637.479532
"0000331-JINGELLIC RD,WALBUNDRIE RD,CULCAIRN HOLBROOK RD",1,3,20211117,Regional,5088,7017.29825
"0002083-ELIZABETH ST,CHALMERS ST",1,3,20211020,Regional,5089,586.7393847
0000030-CENTRAL COAST HIGHWAY,1,3,20201210,State,5090,19088.9002
"0000663-BANGOR BYPA,RIVER RD",2,4,20161109,State,5091,965.8302992
0000016-BRUXNER HIGHWAY,2,4,20140218,State,5092,456.261705
0000003-FEDERAL HIGHWAY,1,5,20130923,State,5093,3556.464707
"0000633-GOOLMA RD,GUNTAWANG RD",1,3,20140408,State,5094,10456.47244
0000009-NEW ENGLAND HIGHWAY,1,5,20211029,State,5095,1908.282991
0000010-PACIFIC HIGHWAY,9,4,20211113,State,5096,6893.069987
0000455-PEATS RIDGE RD,1,2,20220420,Regional,5097,6890.93314
"0007623-MOGILLA RD,CANDELO WOLUMLA RD",1,2,20211214,Regional,5098,7113.092756
0000005-GREAT WESTERN HIGHWAY,4,4,20151010,State,5099,962.4223211
"0000377-LACHLAN VALLEY WAY,THE ESCORT WAY",1,3,20150217,State,5100,3113.208724
0007268-GOVERNOR MACQUARIE DR,1,3,20210923,Regional,5101,718.6730219
0000009-NEW ENGLAND HIGHWAY,2,1,20211102,State,5102,3494.309392
"0000347-TRANGIE DANDALOO RD,TRANGIE COLLIE RD,COLLIE TRANGIE RD",2,3,20220209,Regional,5103,17731.44298
0007279-WENTWORTH AV,1,3,20211001,Regional,5104,4241.998536
0000009-NEW ENGLAND HIGHWAY,15,3,20211102,State,5105,7575.309399
0000030-CENTRAL COAST HIGHWAY,1,4,20201210,State,5106,4554.414842
"0007324-UNDERWOOD RD,POMEROY ST,WELLBANK ST",1,3,20211005,Regional,5107,1205.639643
"0000629-CARLISLE AV,ERSKINE PARK RD",2,3,20161107,State,5108,120.5203504
"0000023-NEWCASTLE INNER CITY BYPA, LOOKOUT RD",2,3,20150108,State,5109,2990.742249
0000001-PRINCES HIGHWAY,5,4,20150320,State,5110,1216.252973
0000327-ALISON RD,1,2,20150211,State,5111,1085.864847
0000004-SNOWY MOUNTAINS HIGHWAY,1,3,20201110,State,5112,978.987896
0000133-KILLARNEY GAP RD,1,3,20220519,Regional,5113,10411.16282
"0000325-WARNERS BAY RD,DUDLEY RD,WOMMARA AV",2,3,20220502,Regional,5114,6439.086341
0000012-GWYDIR HIGHWAY,2,4,20140225,State,5115,807.7330548
"0000656-NEW LINE RD,BOUNDARY RD",1,3,20161124,State,5116,3256.467825
0000090-THE BUCKETTS WAY,1,2,20220429,Regional,5117,236.6060656
"0007142-GLENHAVEN RD,SAMANTHA RILEY DR",1,4,20210930,Regional,5118,3489.442463
0000135-GUYRA RD,1,1,20220517,Regional,5119,3464.569618
"0000108-NELSON BAY RD,CORMORANT RD",1,3,20150108,State,5120,4652.922671
0000262-TONGARRA RD,1,3,20160303,State,5121,750.425666
"0000197-RIVER RD,STURT ST",1,4,20211104,Regional,5122,2145.46458
0000010-PACIFIC HIGHWAY,9,3,20211113,State,5123,3430.390205
"0000319-MAUDE RD,MOULAMEIN RD",1,2,20211109,Regional,5124,18483.82431
0000014-STURT HIGHWAY,2,4,20201029,State,5125,1217.551523
"0000220-WINE COUNTRY DR,LEGGETTS DR,CESSNOCK RD",1,4,20150109,State,5126,834.7628192
0000017-NEWELL HIGHWAY,2,3,20150223,State,5127,829.7765885
"0007140-CATTAI RIDGE RD,SCHEYVILLE RD",1,2,20211006,Regional,5128,1871.361584
"0007770-MCCAFFREY DR,CROUDACE RD",1,3,20220502,Regional,5129,4718.432045
0000055-BLACK STUMP WAY,1,3,20211222,Regional,5130,14760.18485
"0000237-CARGO RD,GOOLOOGONG RD,WARRADERRY WAY",1,2,20220203,Regional,5131,3606.664643
0000678-OLD PRINCES HIGHWAY,2,3,20211213,Regional,5132,3639.019479
"0000319-MAUDE RD,MOULAMEIN RD",3,3,20211106,Regional,5133,3659.755644
0000004-SNOWY MOUNTAINS HIGHWAY,2,4,20201110,State,5134,1102.118967
0000286-KOSCIUSZKO RD,1,4,20140927,State,5135,1242.077612
"0000080-KIDMAN WAY,MOSSGIEL RD,IRRIGATION WAY",1,4,20140925,State,5136,1936.306048
"0000620-CAMDEN VALLEY WAY,REMEMBRANCE DVWY,CAMDEN BYPA",1,3,20211210,Regional,5137,9472.90392
"0000393-SIR BERTRAM STEVENS DR,LADY WAKEHURST DR,MCKELL AV",1,3,20160223,State,5138,7269.998165
"0007312-HICKSON RD,SUSSEX ST",1,3,20211018,Regional,5139,846.4757857
0000156-CASTLE HILL RD,1,3,20151110,State,5140,481.7142954
0000503-PUTTY ROAD,1,2,20150203,State,5141,13561.94766
0000410-KIDMAN WAY,1,3,20140905,State,5142,6509.185319
0000005-GREAT WESTERN HIGHWAY,3,3,20151010,State,5143,601.7290156
"0007252-BURNETT ST,FOWLER RD,MCCREDIE RD",1,4,20211002,Regional,5144,1324.903983
0000165-WESTERN DISTRIBUTOR,2,5,20161202,State,5145,3364.481756
0000603-CARNLEY AV,1,3,20220503,Regional,5146,834.1144141
0000017-NEWELL HIGHWAY,2,2,20150221,State,5147,5048.689255
0000016-BRUXNER HIGHWAY,2,2,20140219,State,5148,11424.28452
"0002065-NORTON ST,VICTORIA ST",1,3,20210928,Regional,5149,1710.839199
0000179-MENANGLE RD,1,3,20160129,State,5150,724.4755312
"0000061-HENRY PARKES WAY,THE ESCORT WAY",1,2,20140926,State,5151,9921.560129
0000029-KAMILAROI HIGHWAY,4,3,20220203,State,5152,10376.17392
"0000636-JUNO PDE,BORONIA RD",1,2,20161109,State,5153,120.487609
"0000695-RIVER ST,TAMARIND DR,KERR ST",1,3,20220601,Regional,5154,912.4140702
"0007141-ANNANGROVE RD,KENTHURST RD",1,2,20211016,Regional,5155,1205.445612
"0000600-OCEAN DR,HASTINGS RIVER DR",1,3,20220516,Regional,5156,2470.006062
"0000588-JOHN RENSHAW DR,CESSNOCK RD,MAITLAND RD",1,4,20160307,State,5157,238.1143911
0007277-BETTINGTON RD,1,3,20210927,Regional,5158,1213.1545
"0000264-JAMBEROO MOUNTAIN RD,JAMBEROO RD",1,2,20211213,Regional,5159,3532.790683
"0000347-TRANGIE DANDALOO RD,TRANGIE COLLIE RD,COLLIE TRANGIE RD",1,4,20220209,Regional,5160,1589.45101
"0000067-HATFIELD PENARIE RD,IVANHOE RD,BALRANALD RD",1,4,20211105,Regional,5161,357.8332359
0000014-STURT HIGHWAY,2,3,20201029,State,5162,10361.31326
"0007512-GOLLAN RD,MURONBUNG RD",1,1,20220201,Regional,5163,7106.255954
"0000256-ABERCROMBIE RD,TARALGA RD",1,2,20211122,Regional,5164,10891.78773
0000014-STURT HIGHWAY,1,3,20201029,State,5165,1101.375835
"0000085-BATLOW RD,JINGELLIC RD",1,1,20160123,State,5166,3704.743907
0007318-DARLING ST,1,3,20211019,Regional,5167,2051.676912
0000348-PEAK HILL TULLAMORE RD,1,2,20220202,Regional,5168,3566.748773
"0000076-WATERFALL WAY,GRAFTON RD",1,3,20151007,State,5169,3133.136796
0000457-GUNDABLOUI RD,1,3,20220331,Regional,5170,8977.879696
0006003-M1 PACIFIC MOTORWAY,1,2,20160307,State,5171,4084.489551
0000007-MITCHELL HIGHWAY,3,3,20210217,State,5172,709.6439417
"0000023-NEWCASTLE INNER CITY BYPA, LOOKOUT RD",3,3,20150107,State,5173,119.6444362
0000007-MITCHELL HIGHWAY,1,2,20210217,State,5174,4444.685821
0007031-CAPTAIN COOK DR,2,2,20211007,Regional,5175,4954.205152
0000016-BRUXNER HIGHWAY,2,,20140218,State,5176,570.0071009
0000020-RIVERINA HIGHWAY,1,3,20160123,State,5177,740.3780645
0000005-GREAT WESTERN HIGHWAY,3,3,20151010,State,5178,3299.665941
0000001-PRINCES HIGHWAY,2,3,20150320,State,5179,607.8844401
"0000670-JOADJA RD,JEDDA RD,BERNERA RD",1,4,20161104,State,5180,242.0950981
0000017-NEWELL HIGHWAY,1,2,20150220,State,5181,9893.754396
"0007346-BEACON HILL RD,PITT RD,WINBOURNE RD",2,2,20211017,Regional,5182,2480.213795
0006011-HUNTER EXPRESSWAY,1,3,20150109,State,5183,5474.400998
0000006-MID WESTERN HIGHWAY,1,2,20140901,State,5184,19169.65742
"0002043-EASTERN ARTERIAL RD,BURNS RD,EDGEWORTH DAVID AV",1,3,20211016,Regional,5185,2052.41627
0006009-WESTLINK M7,1,4,20210624,State,5186,24902.95894
"0000208-WOLLAR RD,BYLONG VALLEY WAY",1,1,20220208,Regional,5187,9832.421045
0000009-NEW ENGLAND HIGHWAY,10,3,20151013,State,5188,474.9974221
0000602-MASTERS RD,1,1,20160303,State,5189,121.3006048
"0007626-THE SNOWY RIVER WAY,BARRY WAY",1,1,20211215,Regional,5190,15057.31887
"0000059-URANA LOCKHART RD,COCKETGEDONG RD,LOCKHART RD",1,4,20211111,Regional,5191,3673.933621
"0000296-PRETTY PINE RD,BALRANALD RD,KYALITE RD",1,2,20211105,Regional,5192,10976.82611
"0000190-SILVERWATER RD,ALFORDS POINT RD,NEW ILLAWARRA RD",3,2,20161108,State,5193,2420.540468
"0002099-UNWINS BRIDGE RD,BAYVIEW AV,MAY ST",1,4,20211020,Regional,5194,1165.900142
0000078-OLYMPIC HIGHWAY,3,1,20140926,State,5195,9902.800904
0000010-PACIFIC HIGHWAY,9,4,20211113,State,5196,13770.45577
"0000080-KIDMAN WAY,MOSSGIEL RD,IRRIGATION WAY",1,3,20140925,State,5197,1665.444404
"0000159-PITTWATER RD,SYDNEY RD",1,3,20161130,State,5198,1205.64686
0000005-GREAT WESTERN HIGHWAY,2,1,20130921,State,5199,721.500939
"0000302-TOMAGO RD,CABBAGE TREE RD",1,3,20160308,State,5200,4765.743548
"0007222-POLDING ST,RESTWELL RD,FAIRFIELD RD",2,4,20211002,Regional,5201,2179.825668
0007509-TITANIA RD,1,2,20211218,Regional,5202,5175.252485
0000010-PACIFIC HIGHWAY,9,4,20211113,State,5203,10281.28248
0000354-THE MCGRANE WAY,1,2,20220202,Regional,5204,3559.562521
"0007152-VARDYS RD,JOHNSON AV,STATION RD",1,3,20210923,Regional,5205,4572.833511
0000078-OLYMPIC HIGHWAY,2,3,20140926,State,5206,3656.508985
0007338-ERNEST ST,1,4,20211019,Regional,5207,330.0485125
"0000522-SHELLHARBOUR RD,WINDANG RD,KING ST",1,3,20160303,State,5208,4507.799301
0000368-THE SPRINGS RD,1,3,20211030,Regional,5209,26607.5884
0000233-RENSHAW MCGIRR WAY,1,1,20211217,Regional,5210,21456.89251
0000027-GOLDEN HIGHWAY,2,2,20201212,State,5211,1308.821112
"0000522-SHELLHARBOUR RD,WINDANG RD,KING ST",1,3,20160303,State,5212,4475.494475
0000017-NEWELL HIGHWAY,1,3,20150220,State,5213,959.5850179
0002109-CASTLEREAGH RD,1,2,20210925,Regional,5214,3549.404297
"0000326-TURTON RD,NORTHCOTT DR,BRIDGES RD",1,3,20160308,State,5215,358.1422552
"0000076-WATERFALL WAY,GRAFTON RD",1,4,20151009,State,5216,1160.232216
0000512-HEATHCOTE RD,2,3,20160203,State,5217,450.9006632
"0000331-JINGELLIC RD,WALBUNDRIE RD,CULCAIRN HOLBROOK RD",2,3,20211111,Regional,5218,3566.19867
"0000070-GOODOOGA RD,ARTHUR HALL VC WAY",2,3,20220401,Regional,5219,3428.335551
0000011-OXLEY HIGHWAY,3,2,20210212,State,5220,3526.290434
0000021-COBB HIGHWAY,1,3,20140902,State,5221,3692.171311
"0007738-WOOLI RD,EIGHT MILE LANE",1,2,20220602,Regional,5222,3453.142569
"0000543-MILLWOOD RD,THE ROCK COLLINGULLIE RD,MUNDOWY LANE",2,2,20211029,Regional,5223,9540.308043
0000022-SILVER CITY HIGHWAY,1,3,20140910,State,5224,3633.469342
0000012-GWYDIR HIGHWAY,1,2,20210504,State,5225,4487.213999
0000381-JUGIONG RD,1,2,20211022,Regional,5226,7326.911354
0000021-COBB HIGHWAY,1,4,20140903,State,5227,3589.605595
0000006-MID WESTERN HIGHWAY,2,2,20140901,State,5228,7466.650932
0000390-HOBBYS YARDS RD,1,2,20211216,Regional,5229,3622.914301
"0000208-WOLLAR RD,BYLONG VALLEY WAY",1,2,20220209,Regional,5230,3556.912576
0000431-ARUMPO RD,1,3,20211107,Regional,5231,25402.85997
0000286-KOSCIUSZKO RD,1,2,20140927,State,5232,8073.337149
0000215-BYLONG VALLEY WAY,1,2,20211220,Regional,5233,2132.208718
0000009-NEW ENGLAND HIGHWAY,2,4,20211101,State,5234,1176.215509
0000084-BURLEY GRIFFIN WAY,2,2,20140923,State,5235,3640.772495
0000010-PACIFIC HIGHWAY,15,4,20211115,State,5236,3463.421832
0000027-GOLDEN HIGHWAY,2,2,20201212,State,5237,7089.818249
0000001-PRINCES HIGHWAY,3,3,20150320,State,5238,6213.002679
0000679-TWEED VALLEY WAY,1,3,20220530,Regional,5239,1924.62876
0000002-HUME HIGHWAY,1,3,20140918,State,5240,1928.857563
"0000190-SILVERWATER RD,ALFORDS POINT RD,NEW ILLAWARRA RD",3,3,20161108,State,5241,1452.831499
0000150-CLARENCE WAY,1,1,20220704,Regional,5242,30792.4132
0000007-MITCHELL HIGHWAY,1,3,20210217,State,5243,2401.350034
0000462-BRUXNER WAY,1,3,20220524,Regional,5244,3434.654609
"0007519-MENDOORAN RD,FOREST RD",1,2,20211221,Regional,5245,5084.092579
"0007630-GEORGE BASS DR,NORTH HEAD DR,BEACH RD",1,3,20200427,Regional,5246,246.6157317
"0000407-MULYA RD,LOUTH RD",1,3,20220114,Regional,5247,59482.15867
0000017-NEWELL HIGHWAY,1,2,20150220,State,5248,6350.301662
0000233-RENSHAW MCGIRR WAY,1,3,20211217,Regional,5249,830.5663324
"0000467-STONY CROSSING RD,SWAN HILL RD",1,4,20211105,Regional,5250,11046.12714
0000009-NEW ENGLAND HIGHWAY,2,3,20211101,State,5251,5702.626938
"0000167-CANTERBURY RD,NEWBRIDGE RD,MILPERRA RD",1,2,20151208,State,5252,120.5507261
"0000326-TURTON RD,NORTHCOTT DR,BRIDGES RD",1,2,20160308,State,5253,1196.058123
0000160-OLD NORTHERN RD,1,3,20160114,State,5254,3371.559455
"0000630-LONDONDERRY RD,CASTLEREAGH RD,CRANEBROOK RD",2,2,20161102,State,5255,2292.158249
0000002-HUME HIGHWAY,2,2,20140918,State,5256,3700.334339
0000021-COBB HIGHWAY,1,2,20140902,State,5257,7473.985245
0000236-HENRY LAWSON WAY,1,3,20220204,Regional,5258,42215.32977
"0000241-MILVALE RD,RYE PARK RD,MURRINGO RD",3,2,20211023,Regional,5259,3637.03938
"0007626-THE SNOWY RIVER WAY,BARRY WAY",1,2,20211215,Regional,5260,11076.2332
0000001-PRINCES HIGHWAY,3,3,20150320,State,5261,4835.812112
"0000504-AVOCA DR,SCENIC HWY",1,2,20150107,State,5262,239.9680597
"0000629-CARLISLE AV,ERSKINE PARK RD",1,3,20161107,State,5263,1689.281112
"0000687-SCHOFIELDS RD,SOUTH ST",1,3,20210624,State,5264,1217.596059
0000357-RANGARI RD,1,2,20220510,Regional,5265,20707.83487
0000512-HEATHCOTE RD,1,5,20160203,State,5266,603.9694124
"0000620-CAMDEN VALLEY WAY,REMEMBRANCE DVWY,CAMDEN BYPA",2,5,20161104,State,5267,241.4875785
0000421-KIDMAN WAY,1,2,20140906,State,5268,7011.791651
0000005-GREAT WESTERN HIGHWAY,2,3,20130921,State,5269,1805.307383
0006011-HUNTER EXPRESSWAY,2,3,20150109,State,5270,11370.77065
0000010-PACIFIC HIGHWAY,15,3,20211113,State,5271,3460.564951
0000005-GREAT WESTERN HIGHWAY,1,4,20151010,State,5272,1564.518596
0000014-STURT HIGHWAY,2,3,20201029,State,5273,7280.399627
0000013-CUMBERLAND HIGHWAY,1,3,20161118,State,5274,3498.8978
"0007633-SUSSEX INLET RD,JACOBS DR",1,4,20211214,Regional,5275,2419.528415
0000361-CLARENCE WAY,1,4,20220704,Regional,5276,341.5546285
0000005-GREAT WESTERN HIGHWAY,10,3,20130921,State,5277,2174.573446
0000205-JOHN RENSHAW PWY,1,3,20211221,Regional,5278,14270.19254
"0000527-MAIN RD,GEORGE BOOTH DR,MACQUARIE RD",1,4,20150109,State,5279,596.0902017
"0000237-CARGO RD,GOOLOOGONG RD,WARRADERRY WAY",1,3,20220203,Regional,5280,120.4659034
0000001-PRINCES HIGHWAY,3,4,20150320,State,5281,123.5272602
"0002021-WILLIAM ST,MOOREFIELDS RD,ILLAWARRA RD",1,3,20211008,Regional,5282,482.4706038
0000029-KAMILAROI HIGHWAY,2,2,20150923,State,5283,20955.8289
0000004-SNOWY MOUNTAINS HIGHWAY,2,3,20201110,State,5284,734.8549004
0002052-PITTWATER RD,1,3,20211005,Regional,5285,1749.637846
"0000656-NEW LINE RD,BOUNDARY RD",1,3,20161124,State,5286,2287.782356
0000014-STURT HIGHWAY,2,3,20201028,State,5287,1210.400328
0000335-WYONG RD,1,4,20150107,State,5288,840.6376591
"0000676-SYDNEY RD,HUME ST",1,3,20151202,State,5289,365.6983756
0006004-M4 WESTERN MOTORWAY,1,,20161121,State,5290,7352.984628
"0000695-RIVER ST,TAMARIND DR,KERR ST",1,3,20220601,Regional,5291,800.3343289
"0007764-BINGLEBURRA RD,SUGARLOAF RD",1,2,20220504,Regional,5292,4505.101086
"0000331-JINGELLIC RD,WALBUNDRIE RD,CULCAIRN HOLBROOK RD",2,2,20211111,Regional,5293,5537.933679
0000001-PRINCES HIGHWAY,3,1,20150320,State,5294,3700.054568
0000677-ALPINE WAY,1,1,20150206,State,5295,3729.839264
0000295-FIVE ISLANDS RD,1,3,20160303,State,5296,2430.095137
"0000519-BLAXLANDS RIDGE RD,COMLEROY RD",1,1,20211006,Regional,5297,3602.883379
"0007221-SACKVILLE ST,ST JOHNS RD",1,2,20210927,Regional,5298,1208.611682
"0000316-INDUSTRIAL DR,HANNELL ST",1,,20150108,State,5299,119.5678372
"0007312-HICKSON RD,SUSSEX ST",1,4,20211018,Regional,5300,483.8644412
0000512-HEATHCOTE RD,1,3,20160203,State,5301,6288.987986
"0000164-PITTWATER RD,BARRENJOEY RD",1,3,20161130,State,5302,1449.805222
0007170-EASTERN RD,1,4,20211001,Regional,5303,2178.075142
0000410-KIDMAN WAY,1,2,20140905,State,5304,32351.91016
0000426-RIDGE RD,1,4,20220402,Regional,5305,1032.385458
"0007466-HILL RD,HOLKER ST",1,4,20210924,Regional,5306,1565.55381
"0000527-MAIN RD,GEORGE BOOTH DR,MACQUARIE RD",1,3,20150701,State,5307,9327.915305
0002098-PITT ST,1,3,20210924,Regional,5308,2414.412441
0000340-BRONTE RD,1,3,20211009,Regional,5309,2207.91939
"0000169-BEXLEY RD,BAY ST",1,1,20160225,State,5310,1328.813346
0000078-OLYMPIC HIGHWAY,2,1,20140930,State,5311,3666.927692
0000384-TUMBARUMBA RD,1,2,20211029,Regional,5312,4756.04073
0000205-JOHN RENSHAW PWY,1,3,20211221,Regional,5313,3523.606095
"0000220-WINE COUNTRY DR,LEGGETTS DR,CESSNOCK RD",1,3,20150109,State,5314,16360.65422
"0002019-KURRABA RD,SPOFFORTH ST,HIGH ST",1,3,20211019,Regional,5315,602.3357231
0000396-WARRUMBUNGLES WAY,1,1,20211221,Regional,5316,17647.46672
"0007319-HENLEY MARINE DR,TIMBRELL DR,BRENT ST",1,3,20211005,Regional,5317,453.2690035
0000124-BUNDARRA RD,1,1,20220519,Regional,5318,24246.79623
0000005-GREAT WESTERN HIGHWAY,2,2,20130921,State,5319,1441.472389
0000007-MITCHELL HIGHWAY,3,2,20201025,State,5320,10580.28226
"0007718-OGUNBIL RD,NOWENDOC RD,TOPDALE RD",1,3,20220516,Regional,5321,818.9711992
"0000195-LEGGETTS DR,CESSNOCK RD,MAIN RD",2,3,20150113,State,5322,357.5923817
"0000598-COPE RD,GOOLMA RD",2,4,20211221,Regional,5323,1305.54739
"0000256-ABERCROMBIE RD,TARALGA RD",1,1,20211122,Regional,5324,3629.16486
0000278-WEE JASPER RD,1,3,20211028,Regional,5325,3670.583666
"0000057-GOLDFIELDS WAY, THE GIPPS WAY, FIFIELD RD, THE BOGAN WAY",1,2,20150219,State,5326,10337.0998
0007119-WATTLE ST,1,2,20211002,Regional,5327,210.1920813
0000014-STURT HIGHWAY,2,2,20201029,State,5328,3649.672097
"0000142-KYOGLE RD,NIMBIN RD,BLUE KNOB RD",1,2,20220703,Regional,5329,6965.030631
"0000544-BENTLEY RD,KYOGLE RD",1,3,20220703,Regional,5330,6726.259466
"0000202-MARTHAGUY RD,MERRI MERRI RD",1,3,20220117,Regional,5331,59901.13879
0000156-CASTLE HILL RD,1,3,20151110,State,5332,3011.541702
"0000125-URANA RD,MAHONGA RD",1,5,20211110,Regional,5333,1238.811834
"0000152-LAWRENCE RD,YAMBA RD",2,3,20220602,Regional,5334,1608.866274
0000635-OLD WINDSOR RD,1,2,20161111,State,5335,362.4749154
0000009-NEW ENGLAND HIGHWAY,2,3,20211101,State,5336,3561.896762
"0000609-THE HORSLEY DR,VICTORIA ST",2,2,20161107,State,5337,284.7476182
"0000332-ARCADIA RD,BAY RD,BEROWRA WATERS RD",2,3,20211006,Regional,5338,2531.99044
"0000460-PLUMMERS LANE,GREGORY ST",1,4,20220708,Regional,5339,1170.077341
"0000461-HENRY PARKES WAY,BALOWRA RD,PRIORY TANK RD",1,3,20220114,Regional,5340,40392.70024
0007313-GLEBE POINT RD,1,4,20211019,Regional,5341,1326.464057
"0000545-BROKEN HEAD RD,BYRON BAY RD,THE COAST RD",1,3,20220601,Regional,5342,1941.71861
0000078-OLYMPIC HIGHWAY,3,2,20140926,State,5343,10897.70241
"0002107-MEMORIAL AV,BATHURST ST,MACQUARIE ST",1,3,20210920,Regional,5344,283.2803989
0000397-WAKEHURST PWY,2,3,20130924,State,5345,481.041556
"0000194-GENERAL HOLMES DR,THE GRAND PDE",1,1,20160225,State,5346,207.1923905
0000030-CENTRAL COAST HIGHWAY,5,4,20201210,State,5347,3638.980551
"0000356-OAKLANDS RD,BERRIGAN OAKLANDS RD",1,2,20211111,Regional,5348,10941.8332
0000011-OXLEY HIGHWAY,1,3,20201209,State,5349,3525.028165
0000421-KIDMAN WAY,1,2,20140906,State,5350,587.8974728
"0000177-APPIN RD,CAMPBELLTOWN RD,BULLI APPIN RD",1,3,20140114,State,5351,2235.285797
0000173-NEW SOUTH HEAD RD,2,2,20160311,State,5352,362.2774692
0006003-M1 PACIFIC MOTORWAY,2,2,20160309,State,5353,3339.679703
"0000129-BARADINE RD,COONABARABRAN RD,PURLEWAUGH RD",1,1,20220506,Regional,5354,3517.248387
0000011-OXLEY HIGHWAY,1,2,20201209,State,5355,7045.546655
"0007140-CATTAI RIDGE RD,SCHEYVILLE RD",1,3,20211006,Regional,5356,1200.915969
"0000202-MARTHAGUY RD,MERRI MERRI RD",1,4,20220117,Regional,5357,558.3637489
"0000151-ORARA WAY,CORAMBA RD",1,4,20220629,Regional,5358,1273.158969
"0000461-HENRY PARKES WAY,BALOWRA RD,PRIORY TANK RD",1,3,20220207,Regional,5359,3593.975096
"0000105-NUNDLE RD,HUNTER RD,GUNDY RD",1,2,20220421,Regional,5360,7206.026189
0007716-COME BY CHANCE RD,1,3,20220401,Regional,5361,3485.840071
0000503-PUTTY ROAD,1,2,20150203,State,5362,3575.55959
0000518-MEDOWIE RD,1,2,20220429,Regional,5363,1328.425137
"0000184-BELLS LINE OF RD,WINDSOR RD",1,3,20151130,State,5364,241.1651322
0000027-GOLDEN HIGHWAY,2,3,20201212,State,5365,3539.16762
0000017-NEWELL HIGHWAY,1,4,20150220,State,5366,742.015551
0000020-RIVERINA HIGHWAY,1,2,20160122,State,5367,6545.642618
"0000395-LYONS RD,GREAT NORTH RD",1,3,20161123,State,5368,604.4918192
0000410-KIDMAN WAY,1,2,20140905,State,5369,3548.883037
