Adaptive Defrost,ApplStandard,Brand,Labelled energy consumption (kWh/year),CompartGrVol,CompartNetVol,CompartType,Configuration,Country,Depth,Designation,FF Vol,FZ Vol,Group,Height,Icemaker,MEPSApproval,Model No,Family Name,N-Standard,Star2009,SRI2009,No_Doors,S-MEPS_Ad,S-MEPScutoff,Sold_in,Submit_ID,SubmitStatus,Tot Vol,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Fixed MEPS allowance factor,Variable MEPS allowance factor,Adjusted volume,Type,Star Rating (old),Star Image Large,Star Image Small,Registration Number,Defrost_System_Controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,FISHER & PAYKEL,429,"345.0,142.0",N/A,"Fresh Food,Freezer",Upright,Thailand,660.0,Refrigerator/Freezer,N/A,N/A,5B,1720.0,No,Labelling and MEPS,RF522A Series,RF522A Series,AS/NZS  IEC  62552.3:2018,3.0,3.34762,3,N/A,553.469,"Australia,Fiji,New Zealand",169207,Approved,487.0,790.0,2030-05-05,,Class 6,Available,,http://www.fisherpaykel.com,348.1,0.3431,598.569,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF3570,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,EURO,280,"179.5,63.0",N/A,"Fresh Food,Freezer",Upright,Türkiye,545.0,Refrigerator/Freezer,N/A,N/A,5B,1770.0,-,Labelling and MEPS,E276IFBE,E276IF,IEC  62552-3:2015,3.0,3.29338,2,N/A,488.285,"Australia,Fiji,New Zealand",151760,Approved,242.0,549.0,2028-02-01,,Class 6,Available,http://www.euroappliances.com.au/,http://www.euroappliances.com.au,348.1,0.3431,291.999,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF3035,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,EURO,280,"179.5,63.0",N/A,"Fresh Food,Freezer",Upright,Türkiye,545.0,Refrigerator/Freezer,N/A,N/A,5B,1770.0,-,Labelling and MEPS,E276IF,E276IF,IEC  62552-3:2015,3.0,3.29338,2,N/A,488.285,"Australia,Fiji,New Zealand",151760,Approved,242.0,549.0,2028-02-01,,Class 6,Available,http://www.euroappliances.com.au/,http://www.euroappliances.com.au,348.1,0.3431,291.999,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF3035,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,EURO,280,"179.5,63.0",N/A,"Fresh Food,Freezer",Upright,Türkiye,545.0,Refrigerator/Freezer,N/A,N/A,5B,1770.0,-,Labelling and MEPS,E276IFBM,E276IF,IEC  62552-3:2015,3.0,3.29338,2,N/A,488.285,"Australia,Fiji,New Zealand",151760,Approved,242.0,549.0,2028-02-01,,Class 6,Available,http://www.euroappliances.com.au/,http://www.euroappliances.com.au,348.1,0.3431,291.999,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF3035,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Hitachi,439,"343.0,122.0",N/A,"Fresh Food,Freezer",Upright,Thailand,797.0,Refrigerator/Freezer,N/A,N/A,5B,1795.0,-,Labelling and MEPS,R-WB560PT9,,AS/NZS  IEC  62552.3:2018,3.0,3.00563,2,N/A,540.529,"Australia,Fiji,New Zealand",169281,Approved,465.0,750.0,2030-06-16,,Class 6,Available,http://www.beko.com.au/,,348.1,0.3431,560.855,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF3604,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,TCL,480,688.0,200.0,Freezer,Chest,China,820.0,Freezer,N/A,N/A,6C,865.0,-,Labelling and MEPS,F708CFW,,AS/NZS  IEC  62552.3:2018,3.0,3.02473,2,N/A,719.696,"Australia,Fiji,New Zealand",169290,Approved,688.0,1905.0,2030-05-11,,Class 8,Available,http://www.homa.cn/,http://www.tclelectronics.com.au,182.2,0.4375,1228.562,6C,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF3575,-
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CASA,124,131.0,N/A,Fresh Food,Upright,China,550.0,Refrigerator,N/A,N/A,2,820.0,-,Labelling and MEPS,CASAFI135W,CASAFI135*,AS/NZS  IEC  62552.3:2018,3.5,3.5023,1,N/A,250.836,"Australia,Fiji,New Zealand",169337,Approved,131.0,596.0,2030-06-03,,Class 2,Available,,,181.4,0.2247,131.0,2,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF3595,-
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CASA,124,131.0,N/A,Fresh Food,Upright,China,550.0,Refrigerator,N/A,N/A,2,820.0,-,Labelling and MEPS,CASAFI135B,CASAFI135*,AS/NZS  IEC  62552.3:2018,3.5,3.5023,1,N/A,250.836,"Australia,Fiji,New Zealand",169337,Approved,131.0,596.0,2030-06-03,,Class 2,Available,,,181.4,0.2247,131.0,2,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF3595,-
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CASA,124,131.0,N/A,Fresh Food,Upright,China,550.0,Refrigerator,N/A,N/A,2,820.0,-,Labelling and MEPS,CASAFI135S,CASAFI135*,AS/NZS  IEC  62552.3:2018,3.5,3.5023,1,N/A,250.836,"Australia,Fiji,New Zealand",169337,Approved,131.0,596.0,2030-06-03,,Class 2,Available,,,181.4,0.2247,131.0,2,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF3595,-
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CASA,124,131.0,N/A,Fresh Food,Upright,China,550.0,Refrigerator,N/A,N/A,2,820.0,-,Labelling and MEPS,CASAFI135*,CASAFI135*,AS/NZS  IEC  62552.3:2018,3.5,3.5023,1,N/A,250.836,"Australia,Fiji,New Zealand",169337,Approved,131.0,596.0,2030-06-03,,Class 2,Available,,,181.4,0.2247,131.0,2,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF3595,-
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Artusi,490,"161.0,257.0,21.0",",50.0,","Freezer,Fresh Food,Chill",Upright,China,557.0,Refrigerator/Freezer,N/A,N/A,5B,1809.0,No,Labelling and MEPS,AINT8900FDI,,AS/NZS  IEC  62552.3:2018,2.5,2.57043,3,N/A,542.637,"Australia,Fiji,New Zealand",169347,Approved,439.0,895.0,2030-06-09,,Class 6,Available,,,348.1,0.3431,566.997,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF3600,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,HAIER,319,386.0,N/A,Freezer,Upright,China,691.0,Freezer,N/A,N/A,7,1725.0,-,Labelling and MEPS,HVF430V series,HVF430V series,AS/NZS  IEC  62552.3:2018,3.5,3.51603,1,N/A,569.855,"Australia,Fiji,New Zealand",169013,Approved,386.0,705.0,2030-05-08,,Class 10,Available,,http://www.haierappliances.com.au/,296.9,0.396,689.28,7,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF3571,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,HAIER,215,461.0,N/A,Fresh Food,Upright,China,691.0,Refrigerator,N/A,N/A,1,1725.0,-,Labelling and MEPS,HRF505V series,HRF505V series,AS/NZS  IEC  62552.3:2018,3.5,3.51651,1,N/A,344.554,"Australia,Fiji,New Zealand",169014,Approved,461.0,705.0,2030-05-08,,Class 1,Available,,http://www.haierappliances.com.au/,219.3,0.2717,461.0,1,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF3573,-
N/A,New requirements (Household Refrigerating Appliances) 2019,Robinhood,208,98.0,N/A,Freezer,Chest,China,480.0,Freezer,N/A,N/A,6C,855.0,-,Labelling and MEPS,RHCF98,,AS/NZS  IEC  62552.3:2018,2.5,2.53151,1,N/A,258.762,New Zealand,169383,Approved,98.0,545.0,2125-04-25,,Class 8,Available,,http://www.robinhood.com.au/,182.2,0.4375,174.999,6C,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ZRF0910,-
N/A,New requirements (Household Refrigerating Appliances) 2019,Robinhood,253,198.0,N/A,Freezer,Chest,China,545.0,Freezer,N/A,N/A,6C,845.0,-,Labelling and MEPS,RHCF198,,AS/NZS  IEC  62552.3:2018,3.0,3.04069,1,N/A,336.886,New Zealand,169391,Approved,198.0,905.0,2125-04-25,,Class 8,Available,,http://www.robinhood.com.au/,182.2,0.4375,353.569,6C,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ZRF0911,-
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Hitachi,425,"372.0,100.0,97.0",N/A,"Fresh Food,Freezer,Freezer",Upright,Thailand,-,Refrigerator/Freezer,N/A,N/A,5B,-,No,Labelling and MEPS,R-WB640VT0X-1,R-WB640VT0X-1,AS/NZS  IEC  62552.3:2018,4.0,4.03046,4,N/A,596.43,"Australia,Fiji,New Zealand",169418,Approved,569.0,-,2030-05-09,,Class 6,Available,http://www.beko.com.au/,,348.1,0.3431,723.783,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF3574,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Hitachi,425,"372.0,100.0,97.0",N/A,"Fresh Food,Freezer,Freezer",Upright,Thailand,-,Refrigerator/Freezer,N/A,N/A,5B,-,No,Labelling and MEPS,R-WB640VT0X-1 MGW,R-WB640VT0X-1,AS/NZS  IEC  62552.3:2018,4.0,4.03046,4,N/A,596.43,"Australia,Fiji,New Zealand",169418,Approved,569.0,-,2030-05-09,,Class 6,Available,http://www.beko.com.au/,,348.1,0.3431,723.783,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF3574,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Devanti,156,105.0,N/A,Cellar,Upright,China,-,Cooled appliance,N/A,N/A,2,-,-,Labelling and MEPS,BF-F-G-105L-BK,,AS/NZS  IEC  62552.3:2018,1.0,1.00595,1,N/A,198.253,Australia,169478,Approved,105.0,-,2030-06-17,,Class 2,Available,http://cn.ahbisun.com/,https://search.ipaustralia.gov.au/trademarks/search/view/1842577,181.4,0.2247,75.002,2,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png,ARF3607,-
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Solt,100,93.0,N/A,Cellar,Upright,China,440.0,Cooled appliance,N/A,N/A,2,845.0,-,Labelling and MEPS,GGSBC115B,,AS/NZS  IEC  62552.3:2018,3.0,3.07716,1,N/A,207.385,"Australia,Fiji,New Zealand",169518,Approved,93.0,470.0,2030-05-22,,Class 2,Available,,,181.4,0.2247,66.43,2,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF3584,-
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Stirling,95,43.0,N/A,Fresh Food,Upright,China,450.0,Cooled appliance,N/A,N/A,2,492.0,-,Labelling and MEPS,SBF43B,,AS/NZS  IEC  62552.3:2018,3.0,3.09325,1,N/A,197.776,"Australia,Fiji,New Zealand",169519,Approved,43.0,472.0,2030-05-19,,Class 2,Available,,,181.4,0.2247,43.0,2,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF3577,-
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Omega,126,142.0,N/A,Cellar,Upright,China,575.0,Cooled appliance,N/A,N/A,1,820.0,-,Labelling and MEPS,OCB140SB,,AS/NZS  IEC  62552.3:2018,2.5,2.53941,1,N/A,248.299,"Australia,Fiji,New Zealand",169562,Approved,142.0,595.0,2030-05-21,,Class 1,Available,,https://omegaappliances.com.au/,219.3,0.2717,101.431,1,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF3578,-
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Devanti,120,40.0,N/A,Cellar,Upright,China,445.0,Cooled appliance,N/A,N/A,2,505.0,-,Labelling and MEPS,BF-F-G-40L-BK,,AS/NZS  IEC  62552.3:2018,1.0,1.19233,1,N/A,187.82,Australia,169572,Approved,40.0,450.0,2030-06-17,,Class 2,Available,http://cn.ahbisun.com/,https://search.ipaustralia.gov.au/trademarks/search/view/1842577,181.4,0.2247,28.572,2,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png,ARF3608,-
N/A,New requirements (Household Refrigerating Appliances) 2019,SHEFFIELD,210,78.0,N/A,Freezer,Chest,China,410.0,Freezer,N/A,N/A,6C,785.0,-,Labelling and MEPS,PL78CF,,AS/NZS  IEC  62552.3:2018,2.0,2.05523,1,N/A,243.137,New Zealand,169575,Approved,78.0,530.0,2125-04-29,,Class 8,Available,http://www.prolinkasia.com/,https://www.prolinkasia.com/,182.2,0.4375,139.285,6C,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ZRF0912,-
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,FISHER & PAYKEL,361,"269.0,111.0",N/A,"Fresh Food,Freezer",Upright,Thailand,660.0,Refrigerator/Freezer,N/A,N/A,5B,1720.0,-,Labelling and MEPS,RF402BRPUX6,E/RF402B series,AS/NZS  IEC  62552.3:2018,3.0,3.45388,2,N/A,508.401,"Australia,Fiji,New Zealand",169620,Approved,380.0,635.0,2030-05-22,,Class 6,Available,,http://www.fisherpaykel.com,348.1,0.3431,467.213,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF3587,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,FISHER & PAYKEL,361,"269.0,111.0",N/A,"Fresh Food,Freezer",Upright,Thailand,660.0,Refrigerator/Freezer,N/A,N/A,5B,1720.0,-,Labelling and MEPS,RF402BLYW6,E/RF402B series,AS/NZS  IEC  62552.3:2018,3.0,3.45388,2,N/A,508.401,"Australia,Fiji,New Zealand",169620,Approved,380.0,635.0,2030-05-22,,Class 6,Available,,http://www.fisherpaykel.com,348.1,0.3431,467.213,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF3587,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,FISHER & PAYKEL,361,"269.0,111.0",N/A,"Fresh Food,Freezer",Upright,Thailand,660.0,Refrigerator/Freezer,N/A,N/A,5B,1720.0,-,Labelling and MEPS,RF402BLYX6,E/RF402B series,AS/NZS  IEC  62552.3:2018,3.0,3.45388,2,N/A,508.401,"Australia,Fiji,New Zealand",169620,Approved,380.0,635.0,2030-05-22,,Class 6,Available,,http://www.fisherpaykel.com,348.1,0.3431,467.213,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF3587,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,FISHER & PAYKEL,361,"269.0,111.0",N/A,"Fresh Food,Freezer",Upright,Thailand,660.0,Refrigerator/Freezer,N/A,N/A,5B,1720.0,-,Labelling and MEPS,RF402BRYW6,E/RF402B series,AS/NZS  IEC  62552.3:2018,3.0,3.45388,2,N/A,508.401,"Australia,Fiji,New Zealand",169620,Approved,380.0,635.0,2030-05-22,,Class 6,Available,,http://www.fisherpaykel.com,348.1,0.3431,467.213,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF3587,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,FISHER & PAYKEL,361,"269.0,111.0",N/A,"Fresh Food,Freezer",Upright,Thailand,660.0,Refrigerator/Freezer,N/A,N/A,5B,1720.0,-,Labelling and MEPS,RF402BRYX6,E/RF402B series,AS/NZS  IEC  62552.3:2018,3.0,3.45388,2,N/A,508.401,"Australia,Fiji,New Zealand",169620,Approved,380.0,635.0,2030-05-22,,Class 6,Available,,http://www.fisherpaykel.com,348.1,0.3431,467.213,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF3587,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,FISHER & PAYKEL,361,"269.0,111.0",N/A,"Fresh Food,Freezer",Upright,Thailand,660.0,Refrigerator/Freezer,N/A,N/A,5B,1720.0,-,Labelling and MEPS,RF402BLPX6,E/RF402B series,AS/NZS  IEC  62552.3:2018,3.0,3.45388,2,N/A,508.401,"Australia,Fiji,New Zealand",169620,Approved,380.0,635.0,2030-05-22,,Class 6,Available,,http://www.fisherpaykel.com,348.1,0.3431,467.213,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF3587,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,FISHER & PAYKEL,361,"269.0,111.0",N/A,"Fresh Food,Freezer",Upright,Thailand,660.0,Refrigerator/Freezer,N/A,N/A,5B,1720.0,-,Labelling and MEPS,RF402BRPW6,E/RF402B series,AS/NZS  IEC  62552.3:2018,3.0,3.45388,2,N/A,508.401,"Australia,Fiji,New Zealand",169620,Approved,380.0,635.0,2030-05-22,,Class 6,Available,,http://www.fisherpaykel.com,348.1,0.3431,467.213,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF3587,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,FISHER & PAYKEL,361,"269.0,111.0",N/A,"Fresh Food,Freezer",Upright,Thailand,660.0,Refrigerator/Freezer,N/A,N/A,5B,1720.0,-,Labelling and MEPS,RF402BRPX6,E/RF402B series,AS/NZS  IEC  62552.3:2018,3.0,3.45388,2,N/A,508.401,"Australia,Fiji,New Zealand",169620,Approved,380.0,635.0,2030-05-22,,Class 6,Available,,http://www.fisherpaykel.com,348.1,0.3431,467.213,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF3587,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,FISHER & PAYKEL,361,"269.0,111.0",N/A,"Fresh Food,Freezer",Upright,Thailand,660.0,Refrigerator/Freezer,N/A,N/A,5B,1720.0,-,Labelling and MEPS,E402BRXFD5,E/RF402B series,AS/NZS  IEC  62552.3:2018,3.0,3.45388,2,N/A,508.401,"Australia,Fiji,New Zealand",169620,Approved,380.0,635.0,2030-05-22,,Class 6,Available,,http://www.fisherpaykel.com,348.1,0.3431,467.213,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF3587,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,FISHER & PAYKEL,361,"269.0,111.0",N/A,"Fresh Food,Freezer",Upright,Thailand,660.0,Refrigerator/Freezer,N/A,N/A,5B,1720.0,-,Labelling and MEPS,E/RF402B series,E/RF402B series,AS/NZS  IEC  62552.3:2018,3.0,3.45388,2,N/A,508.401,"Australia,Fiji,New Zealand",169620,Approved,380.0,635.0,2030-05-22,,Class 6,Available,,http://www.fisherpaykel.com,348.1,0.3431,467.213,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF3587,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,FISHER & PAYKEL,378,"348.0,142.0",N/A,"Fresh Food,Freezer",Upright,Thailand,660.0,Refrigerator/Freezer,N/A,N/A,5B,1720.0,No,Labelling and MEPS,RF522WDRUX5,RF522W Series,AS/NZS  IEC  62552.3:2018,3.5,3.99944,2,N/A,554.498,"Australia,Fiji,New Zealand",169651,Approved,490.0,790.0,2030-05-22,,Class 6,Available,,http://www.fisherpaykel.com,348.1,0.3431,601.569,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF3588,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,FISHER & PAYKEL,378,"348.0,142.0",N/A,"Fresh Food,Freezer",Upright,Thailand,660.0,Refrigerator/Freezer,N/A,N/A,5B,1720.0,No,Labelling and MEPS,RF522WDLUX5,RF522W Series,AS/NZS  IEC  62552.3:2018,3.5,3.99944,2,N/A,554.498,"Australia,Fiji,New Zealand",169651,Approved,490.0,790.0,2030-05-22,,Class 6,Available,,http://www.fisherpaykel.com,348.1,0.3431,601.569,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF3588,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,FISHER & PAYKEL,378,"348.0,142.0",N/A,"Fresh Food,Freezer",Upright,Thailand,660.0,Refrigerator/Freezer,N/A,N/A,5B,1720.0,No,Labelling and MEPS,RF522WDRX5,RF522W Series,AS/NZS  IEC  62552.3:2018,3.5,3.99944,2,N/A,554.498,"Australia,Fiji,New Zealand",169651,Approved,490.0,790.0,2030-05-22,,Class 6,Available,,http://www.fisherpaykel.com,348.1,0.3431,601.569,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF3588,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,FISHER & PAYKEL,378,"348.0,142.0",N/A,"Fresh Food,Freezer",Upright,Thailand,660.0,Refrigerator/Freezer,N/A,N/A,5B,1720.0,No,Labelling and MEPS,RF522WDLX5,RF522W Series,AS/NZS  IEC  62552.3:2018,3.5,3.99944,2,N/A,554.498,"Australia,Fiji,New Zealand",169651,Approved,490.0,790.0,2030-05-22,,Class 6,Available,,http://www.fisherpaykel.com,348.1,0.3431,601.569,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF3588,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,FISHER & PAYKEL,378,"348.0,142.0",N/A,"Fresh Food,Freezer",Upright,Thailand,660.0,Refrigerator/Freezer,N/A,N/A,5B,1720.0,No,Labelling and MEPS,RF522W Series,RF522W Series,AS/NZS  IEC  62552.3:2018,3.5,3.99944,2,N/A,554.498,"Australia,Fiji,New Zealand",169651,Approved,490.0,790.0,2030-05-22,,Class 6,Available,,http://www.fisherpaykel.com,348.1,0.3431,601.569,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF3588,Variable defrost controller
