Adaptive Defrost,ApplStandard,Brand,Labelled energy consumption (kWh/year),CompartGrVol,CompartNetVol,CompartType,Configuration,Country,Depth,Designation,FF Vol,FZ Vol,Group,Height,Icemaker,MEPSApproval,Model No,Family Name,N-Standard,Star2009,SRI2009,No_Doors,S-MEPS_Ad,S-MEPScutoff,Sold_in,Submit_ID,SubmitStatus,Tot Vol,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Fixed MEPS allowance factor,Variable MEPS allowance factor,Adjusted volume,Type,Star Rating (old),Star Image Large,Star Image Small,Registration Number,Defrost_System_Controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Galanz,130,117.0,N/A,Fresh Food,Upright,China,-,Refrigerator,N/A,N/A,1,-,-,Labelling and MEPS,BC-125SN1-A-53H,"BC-125S-53H, BC-125S-A-53H, BC-125SQ-53H, BC-125SN1-53H,BC-125SN1-A-53H, BC-125SN1Q-53H, BC-125SF-F-53H, BC-125SF-G-53H",AS/NZS  IEC  62552.3:2018,3.0,3.05474,1,N/A,251.089,"Australia,Fiji,New Zealand",134638,Approved,117.0,-,2026-08-16,,Class 1,Available,,,219.3,0.2717,117.0,1,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF2210,-
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Galanz,130,117.0,N/A,Fresh Food,Upright,China,-,Refrigerator,N/A,N/A,1,-,-,Labelling and MEPS,BC-125SN1Q-53H,"BC-125S-53H, BC-125S-A-53H, BC-125SQ-53H, BC-125SN1-53H,BC-125SN1-A-53H, BC-125SN1Q-53H, BC-125SF-F-53H, BC-125SF-G-53H",AS/NZS  IEC  62552.3:2018,3.0,3.05474,1,N/A,251.089,"Australia,Fiji,New Zealand",134638,Approved,117.0,-,2026-08-16,,Class 1,Available,,,219.3,0.2717,117.0,1,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF2210,-
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Galanz,130,117.0,N/A,Fresh Food,Upright,China,-,Refrigerator,N/A,N/A,1,-,-,Labelling and MEPS,BC-125SF-F-53H,"BC-125S-53H, BC-125S-A-53H, BC-125SQ-53H, BC-125SN1-53H,BC-125SN1-A-53H, BC-125SN1Q-53H, BC-125SF-F-53H, BC-125SF-G-53H",AS/NZS  IEC  62552.3:2018,3.0,3.05474,1,N/A,251.089,"Australia,Fiji,New Zealand",134638,Approved,117.0,-,2026-08-16,,Class 1,Available,,,219.3,0.2717,117.0,1,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF2210,-
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Galanz,130,117.0,N/A,Fresh Food,Upright,China,-,Refrigerator,N/A,N/A,1,-,-,Labelling and MEPS,BC-125SF-G-53H,"BC-125S-53H, BC-125S-A-53H, BC-125SQ-53H, BC-125SN1-53H,BC-125SN1-A-53H, BC-125SN1Q-53H, BC-125SF-F-53H, BC-125SF-G-53H",AS/NZS  IEC  62552.3:2018,3.0,3.05474,1,N/A,251.089,"Australia,Fiji,New Zealand",134638,Approved,117.0,-,2026-08-16,,Class 1,Available,,,219.3,0.2717,117.0,1,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF2210,-
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Galanz,215,"129.0,84.0",N/A,"Fresh Food,Freezer",Upright,China,-,Refrigerator/Freezer,N/A,N/A,4,-,-,Labelling and MEPS,BCD-210N-53H,BCD-210N series,AS/NZS  IEC  62552.3:2018,4.5,4.58874,2,N/A,333.818,"Australia,Fiji,New Zealand",134642,Approved,213.0,-,2026-08-16,,Class 4,Available,,,247.3,0.3101,278.999,4,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,ARF2202,-
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Galanz,215,"129.0,84.0",N/A,"Fresh Food,Freezer",Upright,China,-,Refrigerator/Freezer,N/A,N/A,4,-,-,Labelling and MEPS,BCD-210Q-53H,BCD-210N series,AS/NZS  IEC  62552.3:2018,4.5,4.58874,2,N/A,333.818,"Australia,Fiji,New Zealand",134642,Approved,213.0,-,2026-08-16,,Class 4,Available,,,247.3,0.3101,278.999,4,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,ARF2202,-
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Galanz,215,"129.0,84.0",N/A,"Fresh Food,Freezer",Upright,China,-,Refrigerator/Freezer,N/A,N/A,4,-,-,Labelling and MEPS,BCD-210Q-A-53H,BCD-210N series,AS/NZS  IEC  62552.3:2018,4.5,4.58874,2,N/A,333.818,"Australia,Fiji,New Zealand",134642,Approved,213.0,-,2026-08-16,,Class 4,Available,,,247.3,0.3101,278.999,4,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,ARF2202,-
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Galanz,215,"129.0,84.0",N/A,"Fresh Food,Freezer",Upright,China,-,Refrigerator/Freezer,N/A,N/A,4,-,-,Labelling and MEPS,BCD-210SZ-53H,BCD-210N series,AS/NZS  IEC  62552.3:2018,4.5,4.58874,2,N/A,333.818,"Australia,Fiji,New Zealand",134642,Approved,213.0,-,2026-08-16,,Class 4,Available,,,247.3,0.3101,278.999,4,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,ARF2202,-
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Galanz,215,"129.0,84.0",N/A,"Fresh Food,Freezer",Upright,China,-,Refrigerator/Freezer,N/A,N/A,4,-,-,Labelling and MEPS,BCD-210F-D-53H,BCD-210N series,AS/NZS  IEC  62552.3:2018,4.5,4.58874,2,N/A,333.818,"Australia,Fiji,New Zealand",134642,Approved,213.0,-,2026-08-16,,Class 4,Available,,,247.3,0.3101,278.999,4,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,ARF2202,-
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Galanz,215,"129.0,84.0",N/A,"Fresh Food,Freezer",Upright,China,-,Refrigerator/Freezer,N/A,N/A,4,-,-,Labelling and MEPS,BCD-210F-H-53H,BCD-210N series,AS/NZS  IEC  62552.3:2018,4.5,4.58874,2,N/A,333.818,"Australia,Fiji,New Zealand",134642,Approved,213.0,-,2026-08-16,,Class 4,Available,,,247.3,0.3101,278.999,4,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,ARF2202,-
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,SAMSUNG ELECTRONICS,580,"12.0,355.0,181.0,88.0",N/A,"Zero-star,Fresh Food,Freezer,Chill",Upright,South Korea,-,Refrigerator/Freezer,N/A,N/A,5B,-,Yes,Labelling and MEPS,SRF678CDLS,SRF678CDLS,AS/NZS  IEC  62552.3:2018,2.5,2.68779,4,N/A,669.849,"Australia,Fiji,New Zealand",134657,Approved,636.0,-,2026-08-16,,Class 6,Available,https://www.samsung.com.au,,348.1,0.3431,786.21,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF2204,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,SAMSUNG ELECTRONICS,580,"12.0,355.0,181.0,88.0",N/A,"Zero-star,Fresh Food,Freezer,Chill",Upright,South Korea,-,Refrigerator/Freezer,N/A,N/A,5B,-,Yes,Labelling and MEPS,SRF676CDBLS,SRF678CDLS,AS/NZS  IEC  62552.3:2018,2.5,2.68779,4,N/A,669.849,"Australia,Fiji,New Zealand",134657,Approved,636.0,-,2026-08-16,,Class 6,Available,https://www.samsung.com.au,,348.1,0.3431,786.21,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF2204,Variable defrost controller
Yes,AS/NZS 4474.2:2009/Amdt 1:2011,ICELAND,470,"226.0,94.0","218.0,92.0","Fresh Food,Freezer",Upright,China,595.0,Refrigerator/Freezer,N/A,N/A,5B,1850.0,No,Labelling and MEPS,352311,352311 352312,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.046888871622377,N/A,0.0,612.9740400000001,New Zealand,134707,Approved,320.0,590.0,2121-02-03,,Class 6,Available,http://www.tradedepot.co.nz/,,440.0,0.382,376.4,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ZRF0713,N/A
Yes,AS/NZS 4474.2:2009/Amdt 1:2011,ICELAND,470,"226.0,94.0","218.0,92.0","Fresh Food,Freezer",Upright,China,595.0,Refrigerator/Freezer,N/A,N/A,5B,1850.0,No,Labelling and MEPS,352312,352311 352312,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.046888871622377,N/A,0.0,612.9740400000001,New Zealand,134707,Approved,320.0,590.0,2121-02-03,,Class 6,Available,http://www.tradedepot.co.nz/,,440.0,0.382,376.4,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ZRF0713,N/A
Yes,AS/NZS 4474.2:2009/Amdt 1:2011,ICELAND,470,"226.0,94.0","218.0,92.0","Fresh Food,Freezer",Upright,China,595.0,Refrigerator/Freezer,N/A,N/A,5B,1850.0,No,Labelling and MEPS,352311 352312,352311 352312,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.046888871622377,N/A,0.0,612.9740400000001,New Zealand,134707,Approved,320.0,590.0,2121-02-03,,Class 6,Available,http://www.tradedepot.co.nz/,,440.0,0.382,376.4,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ZRF0713,N/A
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Galanz,186,"60.0,22.0,4.0",N/A,"Fresh Food,Freezer,Two-star",Upright,China,536.0,Refrigerator/Freezer,N/A,N/A,4,840.0,-,Labelling and MEPS,BCD-88V-D-53H,BCD-88V series,AS/NZS  IEC  62552.3:2018,2.5,2.5199,2,N/A,292.543,"Australia,Fiji,New Zealand",134363,Approved,86.0,486.0,2026-08-16,,Class 4,Available,http://www.galanz.com.cn/,,247.3,0.3101,105.571,4,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF2215,-
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Galanz,186,"60.0,22.0,4.0",N/A,"Fresh Food,Freezer,Two-star",Upright,China,536.0,Refrigerator/Freezer,N/A,N/A,4,840.0,-,Labelling and MEPS,BCD-88V-E-53H,BCD-88V series,AS/NZS  IEC  62552.3:2018,2.5,2.5199,2,N/A,292.543,"Australia,Fiji,New Zealand",134363,Approved,86.0,486.0,2026-08-16,,Class 4,Available,http://www.galanz.com.cn/,,247.3,0.3101,105.571,4,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF2215,-
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Galanz,186,"60.0,22.0,4.0",N/A,"Fresh Food,Freezer,Two-star",Upright,China,536.0,Refrigerator/Freezer,N/A,N/A,4,840.0,-,Labelling and MEPS,BCD-88VN1-53H,BCD-88V series,AS/NZS  IEC  62552.3:2018,2.5,2.5199,2,N/A,292.543,"Australia,Fiji,New Zealand",134363,Approved,86.0,486.0,2026-08-16,,Class 4,Available,http://www.galanz.com.cn/,,247.3,0.3101,105.571,4,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF2215,-
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Galanz,186,"60.0,22.0,4.0",N/A,"Fresh Food,Freezer,Two-star",Upright,China,536.0,Refrigerator/Freezer,N/A,N/A,4,840.0,-,Labelling and MEPS,BCD-88VN1-E-53H,BCD-88V series,AS/NZS  IEC  62552.3:2018,2.5,2.5199,2,N/A,292.543,"Australia,Fiji,New Zealand",134363,Approved,86.0,486.0,2026-08-16,,Class 4,Available,http://www.galanz.com.cn/,,247.3,0.3101,105.571,4,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF2215,-
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Galanz,186,"60.0,22.0,4.0",N/A,"Fresh Food,Freezer,Two-star",Upright,China,536.0,Refrigerator/Freezer,N/A,N/A,4,840.0,-,Labelling and MEPS,BCD-88VN1-F-53H,BCD-88V series,AS/NZS  IEC  62552.3:2018,2.5,2.5199,2,N/A,292.543,"Australia,Fiji,New Zealand",134363,Approved,86.0,486.0,2026-08-16,,Class 4,Available,http://www.galanz.com.cn/,,247.3,0.3101,105.571,4,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF2215,-
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Galanz,186,"60.0,22.0,4.0",N/A,"Fresh Food,Freezer,Two-star",Upright,China,536.0,Refrigerator/Freezer,N/A,N/A,4,840.0,-,Labelling and MEPS,BCD-88VQ-53H,BCD-88V series,AS/NZS  IEC  62552.3:2018,2.5,2.5199,2,N/A,292.543,"Australia,Fiji,New Zealand",134363,Approved,86.0,486.0,2026-08-16,,Class 4,Available,http://www.galanz.com.cn/,,247.3,0.3101,105.571,4,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF2215,-
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Galanz,186,"60.0,22.0,4.0",N/A,"Fresh Food,Freezer,Two-star",Upright,China,536.0,Refrigerator/Freezer,N/A,N/A,4,840.0,-,Labelling and MEPS,BCD-88VN1Q-53H,BCD-88V series,AS/NZS  IEC  62552.3:2018,2.5,2.5199,2,N/A,292.543,"Australia,Fiji,New Zealand",134363,Approved,86.0,486.0,2026-08-16,,Class 4,Available,http://www.galanz.com.cn/,,247.3,0.3101,105.571,4,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF2215,-
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Galanz,186,"60.0,22.0,4.0",N/A,"Fresh Food,Freezer,Two-star",Upright,China,536.0,Refrigerator/Freezer,N/A,N/A,4,840.0,-,Labelling and MEPS,BCD-88VF-G-53H,BCD-88V series,AS/NZS  IEC  62552.3:2018,2.5,2.5199,2,N/A,292.543,"Australia,Fiji,New Zealand",134363,Approved,86.0,486.0,2026-08-16,,Class 4,Available,http://www.galanz.com.cn/,,247.3,0.3101,105.571,4,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF2215,-
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Galanz,186,"60.0,22.0,4.0",N/A,"Fresh Food,Freezer,Two-star",Upright,China,536.0,Refrigerator/Freezer,N/A,N/A,4,840.0,-,Labelling and MEPS,BCD-88VG-53H,BCD-88V series,AS/NZS  IEC  62552.3:2018,2.5,2.5199,2,N/A,292.543,"Australia,Fiji,New Zealand",134363,Approved,86.0,486.0,2026-08-16,,Class 4,Available,http://www.galanz.com.cn/,,247.3,0.3101,105.571,4,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF2215,-
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Galanz,186,"60.0,22.0,4.0",N/A,"Fresh Food,Freezer,Two-star",Upright,China,536.0,Refrigerator/Freezer,N/A,N/A,4,840.0,-,Labelling and MEPS,BCD-88VGN1-53H,BCD-88V series,AS/NZS  IEC  62552.3:2018,2.5,2.5199,2,N/A,292.543,"Australia,Fiji,New Zealand",134363,Approved,86.0,486.0,2026-08-16,,Class 4,Available,http://www.galanz.com.cn/,,247.3,0.3101,105.571,4,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF2215,-
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Galanz,186,"60.0,22.0,4.0",N/A,"Fresh Food,Freezer,Two-star",Upright,China,536.0,Refrigerator/Freezer,N/A,N/A,4,840.0,-,Labelling and MEPS,BCD-88VF-F-53H,BCD-88V series,AS/NZS  IEC  62552.3:2018,2.5,2.5199,2,N/A,292.543,"Australia,Fiji,New Zealand",134363,Approved,86.0,486.0,2026-08-16,,Class 4,Available,http://www.galanz.com.cn/,,247.3,0.3101,105.571,4,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF2215,-
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Galanz,186,"60.0,22.0,4.0",N/A,"Fresh Food,Freezer,Two-star",Upright,China,536.0,Refrigerator/Freezer,N/A,N/A,4,840.0,-,Labelling and MEPS,KAGRBAR88WA,BCD-88V series,AS/NZS  IEC  62552.3:2018,2.5,2.5199,2,N/A,292.543,"Australia,Fiji,New Zealand",134363,Approved,86.0,486.0,2026-08-16,,Class 4,Available,http://www.galanz.com.cn/,,247.3,0.3101,105.571,4,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF2215,-
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Galanz,186,"60.0,22.0,4.0",N/A,"Fresh Food,Freezer,Two-star",Upright,China,536.0,Refrigerator/Freezer,N/A,N/A,4,840.0,-,Labelling and MEPS,KAGRBAR88RA,BCD-88V series,AS/NZS  IEC  62552.3:2018,2.5,2.5199,2,N/A,292.543,"Australia,Fiji,New Zealand",134363,Approved,86.0,486.0,2026-08-16,,Class 4,Available,http://www.galanz.com.cn/,,247.3,0.3101,105.571,4,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF2215,-
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Galanz,186,"60.0,22.0,4.0",N/A,"Fresh Food,Freezer,Two-star",Upright,China,536.0,Refrigerator/Freezer,N/A,N/A,4,840.0,-,Labelling and MEPS,KAGRBAR88BA,BCD-88V series,AS/NZS  IEC  62552.3:2018,2.5,2.5199,2,N/A,292.543,"Australia,Fiji,New Zealand",134363,Approved,86.0,486.0,2026-08-16,,Class 4,Available,http://www.galanz.com.cn/,,247.3,0.3101,105.571,4,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF2215,-
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Galanz,186,"60.0,22.0,4.0",N/A,"Fresh Food,Freezer,Two-star",Upright,China,536.0,Refrigerator/Freezer,N/A,N/A,4,840.0,-,Labelling and MEPS,KAGRBAR88CA,BCD-88V series,AS/NZS  IEC  62552.3:2018,2.5,2.5199,2,N/A,292.543,"Australia,Fiji,New Zealand",134363,Approved,86.0,486.0,2026-08-16,,Class 4,Available,http://www.galanz.com.cn/,,247.3,0.3101,105.571,4,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF2215,-
No,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,TURBO LINE,436,418.0,390.0,Freezer,Upright,China,750.0,Freezer,N/A,N/A,7.0,1570.0,No,Labelling and MEPS,PNHS-507FWEWHITE,PNHS-507FWESS;PNHS-507FWEWHITE,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.0040707401310947,N/A,0.0,726.7632,Australia,133867,Approved,418.0,711.0,2025-12-08,,Class 10,Available,http://midea.com,,383.0,0.514,668.8,7,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF2203,N/A
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Galanz,215,"129.0,84.0",N/A,"Fresh Food,Freezer",Upright,China,-,Refrigerator/Freezer,N/A,N/A,4,-,-,Labelling and MEPS,BCD-210N series,BCD-210N series,AS/NZS  IEC  62552.3:2018,4.5,4.58874,2,N/A,333.818,"Australia,Fiji,New Zealand",134642,Approved,213.0,-,2026-08-16,,Class 4,Available,,,247.3,0.3101,278.999,4,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,ARF2202,-
Yes,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,HITACHI,392,"427.0,174.0","409.0,144.0","Fresh Food,Freezer",Upright,Thailand,740.0,Refrigerator/Freezer,N/A,N/A,5T,1835.0,No,Labelling and MEPS,R-V660PT7BSL,R-V660PT7- series,AS/NZS 4474.1:2007/Amdt 2:2011,4.0,4.018225508932225,N/A,0.0,635.11728,"Australia,Fiji,New Zealand",134542,Approved,601.0,855.0,2025-12-11,,Class 5,Available,http://www.beko.com.au/,http://www.hitachi.com.au/products/product-categories/consumer-products.html,334.0,0.384,705.4,5T,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF2209,N/A
Yes,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,HITACHI,392,"427.0,174.0","409.0,144.0","Fresh Food,Freezer",Upright,Thailand,740.0,Refrigerator/Freezer,N/A,N/A,5T,1835.0,No,Labelling and MEPS,R-V660PT7BBK,R-V660PT7- series,AS/NZS 4474.1:2007/Amdt 2:2011,4.0,4.018225508932225,N/A,0.0,635.11728,"Australia,Fiji,New Zealand",134542,Approved,601.0,855.0,2025-12-11,,Class 5,Available,http://www.beko.com.au/,http://www.hitachi.com.au/products/product-categories/consumer-products.html,334.0,0.384,705.4,5T,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF2209,N/A
Yes,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,HITACHI,392,"427.0,174.0","409.0,144.0","Fresh Food,Freezer",Upright,Thailand,740.0,Refrigerator/Freezer,N/A,N/A,5T,1835.0,No,Labelling and MEPS,R-V660PT7- series,R-V660PT7- series,AS/NZS 4474.1:2007/Amdt 2:2011,4.0,4.018225508932225,N/A,0.0,635.11728,"Australia,Fiji,New Zealand",134542,Approved,601.0,855.0,2025-12-11,,Class 5,Available,http://www.beko.com.au/,http://www.hitachi.com.au/products/product-categories/consumer-products.html,334.0,0.384,705.4,5T,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF2209,N/A
No,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,TURBO LINE,436,418.0,390.0,Freezer,Upright,China,750.0,Freezer,N/A,N/A,7.0,1570.0,No,Labelling and MEPS,PNHS-507FWESS;PNHS-507FWEWHITE,PNHS-507FWESS;PNHS-507FWEWHITE,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.0040707401310947,N/A,0.0,726.7632,Australia,133867,Approved,418.0,711.0,2025-12-08,,Class 10,Available,http://midea.com,,383.0,0.514,668.8,7,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF2203,N/A
