"REPORT_ID","Suburb","LGA Name","Total Units","Total Cas","Total Fats","Total SI","Total MI","Year","Month","Day","Time","Area Speed","Road Surface","Moisture Cond","Weather Cond","DayNight","Crash Type","Unit Resp","DUI Involved","Drugs Involved","ACCLOC_X","ACCLOC_Y"
"2024-53386-19/09/2025","FINNISS","ALEXANDRINA COUNCIL",1,1,0,0,1,2024,"April","Wednesday","09:15 am",100,"Sealed","Dry","Not Raining","Daylight","Roll Over",1,,,1347471.2,1617949.53
"2024-53387-19/09/2025","TORRENSVILLE","CITY OF WEST TORRENS",2,1,0,0,1,2024,"February","Tuesday","04:00 pm",60,"Sealed","Dry","Not Raining","Daylight","Rear End",2,,,1325416.27,1672003.04
"2024-53396-19/09/2025","CROMER","THE BAROSSA COUNCIL.",2,1,1,0,0,2024,"April","Wednesday","04:35 pm",100,"Unsealed","Dry","Not Raining","Daylight","Hit Fixed Object",1,,,1363221.34,1689220.85
"2024-53401-19/09/2025","MODBURY","CITY OF TEA TREE GULLY",3,2,0,0,2,2024,"April","Wednesday","07:29 pm",60,"Sealed","Dry","Not Raining","Night","Right Turn",2,"Y",,1336879.26,1680835.19
"2024-53403-19/09/2025","TEA TREE GULLY","CITY OF TEA TREE GULLY",2,1,0,0,1,2024,"April","Wednesday","07:25 pm",60,"Sealed","Dry","Not Raining","Night","Rear End",2,,,1340345.8,1681914.09
"2024-53405-19/09/2025","MOUNT WILLOUGHBY",,1,2,0,0,2,2024,"April","Wednesday","04:57 pm",110,"Sealed","Dry","Not Raining","Daylight","Roll Over",1,,,914727.54,2431119.52
"2024-53406-19/09/2025","ELIZABETH SOUTH","CITY OF PLAYFORD.",2,1,0,1,0,2024,"April","Wednesday","09:32 pm",50,"Sealed","Dry","Not Raining","Night","Hit Pedestrian",1,"Y",,1333300.74,1689814.37
"2024-53407-19/09/2025","PARACOMBE","THE ADELAIDE HILLS COUNCIL",2,1,0,0,1,2024,"April","Wednesday","10:25 pm",80,"Sealed","Dry","Not Raining","Night","Hit Fixed Object",1,,,1344257.42,1676882.34
"2024-53408-19/09/2025","MAGILL","CITY OF BURNSIDE",3,1,0,0,1,2024,"April","Thursday","08:55 am",50,"Sealed","Dry","Not Raining","Daylight","Right Angle",1,,,1335376.54,1671634.21
"2024-53409-19/09/2025","ELIZABETH EAST","CITY OF PLAYFORD.",3,1,0,0,1,2024,"April","Thursday","09:30 am",60,"Sealed","Dry","Not Raining","Daylight","Rear End",1,,,1336768.18,1692818.74
"2024-53411-19/09/2025","YALATA",,2,3,3,0,0,2024,"April","Thursday","06:40 am",110,"Sealed","Dry","Not Raining","Night","Head On",2,,,676363.63,2060933.21
"2024-53413-19/09/2025","SALISBURY","CITY OF SALISBURY",2,1,0,0,1,2024,"April","Thursday","11:54 am",60,"Sealed","Dry","Not Raining","Daylight","Rear End",1,,,1332710.08,1688419.37
"2024-53414-19/09/2025","COOBER PEDY","DC COOBER PEDY",2,1,0,1,0,2024,"March","Saturday","12:25 pm",50,"Sealed","Dry","Not Raining","Daylight","Hit Pedestrian",1,,,976188.45,2330184.54
"2024-53415-19/09/2025","ANGLE VALE","CITY OF PLAYFORD.",2,1,0,0,1,2024,"April","Thursday","11:00 am",80,"Sealed","Dry","Not Raining","Daylight","Right Angle",1,,,1334815.38,1701241.72
"2024-53422-19/09/2025","SALISBURY","CITY OF SALISBURY",2,1,0,0,1,2024,"March","Tuesday","02:45 pm",60,"Sealed","Dry","Not Raining","Daylight","Rear End",2,,,1333600.19,1688085.5
"2024-53423-19/09/2025","SALISBURY EAST","CITY OF SALISBURY",2,2,0,0,2,2024,"April","Thursday","03:05 pm",60,"Sealed","Dry","Not Raining","Daylight","Right Angle",2,,,1333610.1,1685123.47
"2024-53427-19/09/2025","SEAFORD","CITY OF ONKAPARINGA",2,1,0,1,0,2024,"April","Thursday","03:20 pm",60,"Sealed","Dry","Not Raining","Daylight","Right Angle",2,,,1317386.4,1642793.23
"2024-53428-19/09/2025","PARKSIDE","CITY OF UNLEY",3,1,0,0,1,2024,"April","Thursday","02:30 pm",60,"Sealed","Dry","Not Raining","Daylight","Rear End",2,,,1329058.45,1668901.68
"2024-53430-19/09/2025","HEATHPOOL","CC OF NORWOOD,PAYNEHAM & ST PETERS",2,3,0,0,3,2024,"April","Thursday","04:14 pm",60,"Sealed","Dry","Not Raining","Daylight","Right Turn",2,,,1332292.2,1669983.62
"2024-53432-19/09/2025","VICTOR HARBOR","DC VICTOR HARBOR.",3,1,0,0,1,2024,"April","Thursday","04:10 pm",50,"Sealed","Dry","Not Raining","Daylight","Right Angle",1,,,1327977.89,1601256.05
"2024-53434-19/09/2025","PARACOMBE","THE ADELAIDE HILLS COUNCIL",2,1,0,0,1,2024,"April","Thursday","04:38 pm",80,"Sealed","Dry","Not Raining","Daylight","Roll Over",1,"Y",,1344245.42,1676882.54
"2024-53436-19/09/2025","MOUNT GAMBIER","CC MT.GAMBIER.",2,1,0,0,1,2024,"April","Thursday","03:10 pm",50,"Sealed","Dry","Not Raining","Daylight","Right Angle",1,,,1510103.51,1341367.94
"2024-53438-19/09/2025","HACKNEY","CC OF NORWOOD,PAYNEHAM & ST PETERS",2,1,0,1,0,2024,"April","Thursday","05:40 pm",60,"Sealed","Dry","Not Raining","Daylight","Side Swipe",2,,,1329749.28,1672220.73
"2024-53439-19/09/2025","MORPHETT VALE","CITY OF ONKAPARINGA",2,1,0,1,0,2024,"April","Tuesday","07:00 am",60,"Sealed","Dry","Not Raining","Night","Right Angle",1,,,1320737.2,1648691.07
"2024-53443-19/09/2025","GREENACRES","CITY OF PORT ADELAIDE ENFIELD",2,1,0,0,1,2024,"April","Thursday","08:37 pm",50,"Sealed","Dry","Not Raining","Night","Right Angle",2,,,1331804,1676819.63
"2024-53446-19/09/2025","SALISBURY","CITY OF SALISBURY",2,1,0,1,0,2024,"April","Thursday","11:50 pm",60,"Sealed","Dry","Not Raining","Night","Right Angle",1,,,1332782.42,1688511.32
"2024-53447-19/09/2025","OVERLAND CORNER","THE BERRI BARMERA COUNCIL",2,1,0,0,1,2024,"April","Friday","01:00 am",110,"Sealed","Dry","Not Raining","Night","Hit Fixed Object",1,,,1500514.54,1745863.98
"2024-53454-19/09/2025","STURT","CC MARION.",3,1,0,0,1,2024,"April","Friday","08:58 am",60,"Sealed","Dry","Not Raining","Daylight","Rear End",1,,,1323889.44,1660655
"2024-53458-19/09/2025","CLARENCE GARDENS","CC MITCHAM.",2,1,0,1,0,2024,"April","Friday","09:36 am",60,"Sealed","Dry","Not Raining","Daylight","Right Angle",2,,,1325860.85,1666161.82
"2024-53459-19/09/2025","SALISBURY EAST","CITY OF SALISBURY",2,1,0,0,1,2024,"April","Thursday","04:15 pm",60,"Sealed","Dry","Not Raining","Daylight","Right Angle",2,,,1334189.82,1684652.72
"2024-53469-19/09/2025","BRIDGEWATER","THE ADELAIDE HILLS COUNCIL",2,1,0,0,1,2024,"April","Wednesday","03:00 pm",60,"Sealed","Dry","Not Raining","Daylight","Rear End",2,,,1341790.59,1660825.82
"2024-53471-19/09/2025","KESWICK","CITY OF WEST TORRENS",2,1,0,0,1,2024,"April","Thursday","03:30 pm",60,"Sealed","Dry","Not Raining","Daylight","Right Turn",1,,,1326549.19,1668970.9
"2024-53484-19/09/2025","STURT","CC MARION.",2,1,0,0,1,2024,"April","Friday","03:11 pm",60,"Sealed","Dry","Not Raining","Daylight","Right Angle",1,,,1324270.81,1660676.04
"2024-53485-19/09/2025","NULLARBOR",,1,1,0,0,1,2024,"April","Friday","02:32 pm",110,"Sealed","Dry","Not Raining","Daylight","Roll Over",1,,,602184.02,2048671.87
"2024-53486-19/09/2025","SOUTH PLYMPTON","CC MARION.",2,1,0,0,1,2024,"April","Thursday","08:10 am",60,"Sealed","Dry","Not Raining","Daylight","Rear End",1,,,1324247.23,1666113.9
"2024-53490-19/09/2025","BRENTWOOD","YORKE PENINSULA COUNCIL",2,2,0,1,1,2024,"April","Friday","04:20 pm",80,"Sealed","Dry","Not Raining","Daylight","Right Angle",2,,,1228002.96,1680329.95
"2024-53492-19/09/2025","NORWOOD","CC OF NORWOOD,PAYNEHAM & ST PETERS",2,1,0,0,1,2024,"April","Friday","04:30 pm",60,"Sealed","Dry","Not Raining","Daylight","Hit Pedestrian",1,,,1331230.35,1671051.41
"2024-53494-19/09/2025","WARRADALE","CC MARION.",2,1,0,0,1,2024,"April","Friday","04:10 pm",60,"Sealed","Dry","Not Raining","Daylight","Rear End",2,,,1322704.55,1663058.82
"2024-53495-19/09/2025","KORUNYE","DC MALLALA.",2,1,0,0,1,2024,"April","Friday","04:23 pm",80,"Unsealed","Dry","Not Raining","Daylight","Hit Fixed Object",1,,,1318812.07,1711609.78
"2024-53500-19/09/2025","BROADVIEW","CITY OF PORT ADELAIDE ENFIELD",2,2,0,0,2,2024,"April","Friday","06:00 pm",60,"Sealed","Dry","Not Raining","Daylight","Hit Fixed Object",1,,,1329807.23,1676466.09
"2024-53502-19/09/2025","MANNINGHAM","CITY OF PORT ADELAIDE ENFIELD",2,3,0,0,3,2024,"April","Friday","08:40 am",60,"Sealed","Dry","Not Raining","Daylight","Rear End",2,,,1330457.13,1676193.65
"2024-53506-19/09/2025","MOUNT GAMBIER","CC MT.GAMBIER.",1,2,0,0,2,2024,"April","Friday","07:30 pm",50,"Sealed","Dry","Not Raining","Night","Roll Over",1,,"Y",1513380.6,1337585.76
"2024-53512-19/09/2025","LYNDOCH","THE BAROSSA COUNCIL.",2,1,0,0,1,2024,"April","Saturday","02:10 am",80,"Sealed","Dry","Not Raining","Night","Hit Fixed Object",1,"Y",,1355523.51,1705402.83
"2024-53516-19/09/2025","PORT BROUGHTON","BARUNGA WEST DISTRICT COUNCIL",2,1,0,1,0,2024,"April","Saturday","07:00 am",80,"Sealed","Dry","Not Raining","Night","Roll Over",1,,,1272007.52,1819471.65
"2024-53518-19/09/2025","EVANSTON","CT GAWLER.",2,1,0,0,1,2024,"April","Saturday","08:48 am",60,"Sealed","Dry","Not Raining","Daylight","Right Angle",1,,,1341314.94,1704923.74
"2024-53522-19/09/2025","PORT PIRIE WEST","PT.PIRIE CITY & DIST. COUNCIL",2,1,0,0,1,2024,"April","Saturday","12:12 pm",50,"Sealed","Dry","Not Raining","Daylight","Right Angle",1,,,1278899.2,1865437.79
"2024-53529-19/09/2025","HILTON","CITY OF WEST TORRENS",4,2,0,2,0,2024,"April","Saturday","12:19 pm",60,"Sealed","Dry","Not Raining","Daylight","Right Angle",2,,,1325664.24,1670075.6
"2024-53530-19/09/2025","PROSPECT","CITY OF PROSPECT",4,1,0,0,1,2024,"April","Saturday","01:45 pm",60,"Sealed","Dry","Not Raining","Daylight","Rear End",1,,,1328862.6,1676432.75
"2024-53531-19/09/2025","NORTH ADELAIDE","CITY OF ADELAIDE",2,1,0,0,1,2024,"April","Saturday","01:50 pm",50,"Sealed","Dry","Not Raining","Daylight","Right Turn",1,,,1328266.03,1672576.16
"2024-53533-19/09/2025","FLINDERS PARK","CITY OF CHARLES STURT",2,1,0,0,1,2024,"April","Saturday","02:35 pm",60,"Sealed","Dry","Not Raining","Daylight","Right Turn",2,,,1322659.6,1673124.11
"2024-53535-19/09/2025","HOYLETON","WAKEFIELD REGIONAL COUNCIL",2,1,0,0,1,2024,"April","Saturday","01:00 am",110,"Unsealed","Dry","Not Raining","Night","Hit Parked Vehicle",1,"Y","Y",1328446.95,1770797.62
"2024-53554-19/09/2025","EVANSTON","CT GAWLER.",2,1,0,0,1,2024,"April","Sunday","11:10 am",80,"Sealed","Dry","Not Raining","Daylight","Right Turn",2,,"Y",1341314.94,1704923.74
"2024-53555-19/09/2025","MOUNT GAMBIER","CC MT.GAMBIER.",2,1,0,0,1,2024,"April","Sunday","11:37 am",50,"Sealed","Dry","Not Raining","Daylight","Right Angle",1,,,1510634.56,1339951.5
"2024-53557-19/09/2025","MANNUM","MID MURRAY DISTRICT COUNCIL",1,1,0,1,0,2024,"April","Monday","09:00 am",100,"Unsealed","Dry","Not Raining","Daylight","Roll Over",1,,,1403909.55,1678390.03
"2024-53558-19/09/2025","WATERLOO CORNER","CITY OF PLAYFORD.",2,1,0,0,1,2024,"April","Sunday","11:30 am",80,"Unsealed","Dry","Not Raining","Daylight","Hit Fixed Object",1,,,1329059.55,1694828.36
"2024-53560-19/09/2025","HINDMARSH VALLEY","DC VICTOR HARBOR.",3,3,0,1,2,2024,"April","Sunday","12:13 pm",100,"Sealed","Dry","Not Raining","Daylight","Hit Fixed Object",1,,,1330979.35,1611035.73
"2024-53567-19/09/2025","PASKEVILLE","BARUNGA WEST DISTRICT COUNCIL",2,1,0,1,0,2024,"April","Sunday","02:43 pm",100,"Sealed","Dry","Not Raining","Daylight","Roll Over",1,,,1271044.65,1770091.2
"2024-53576-19/09/2025","HACKNEY","CC OF NORWOOD,PAYNEHAM & ST PETERS",2,2,0,0,2,2024,"April","Monday","07:30 am",60,"Sealed","Dry","Not Raining","Daylight","Rear End",2,,,1329888.83,1671303.98
"2024-53578-19/09/2025","EVANSTON","CT GAWLER.",2,1,0,0,1,2024,"April","Monday","08:10 am",80,"Sealed","Dry","Not Raining","Daylight","Right Angle",2,,,1341554.08,1705402.93
"2024-53580-19/09/2025","COCKATOO VALLEY","THE BAROSSA COUNCIL.",2,1,0,1,0,2024,"March","Wednesday","06:00 pm",100,"Sealed","Dry","Not Raining","Daylight","Hit Fixed Object",1,,,1352704.65,1702442.66
"2024-53581-19/09/2025","HILLIER","CITY OF PLAYFORD.",1,1,0,0,1,2024,"April","Monday","08:55 am",60,"Sealed","Dry","Not Raining","Daylight","Roll Over",1,,"Y",1336222.3,1702525.24
"2024-53584-19/09/2025","VALLEY VIEW","CITY OF TEA TREE GULLY",2,1,0,0,1,2024,"April","Monday","10:18 am",60,"Sealed","Dry","Not Raining","Daylight","Rear End",2,,,1335285.41,1679409.95
"2024-53586-19/09/2025","ADELAIDE","CITY OF ADELAIDE",2,1,0,0,1,2024,"April","Monday","07:30 am",60,"Sealed","Dry","Not Raining","Daylight","Side Swipe",1,,,1327096.71,1671252.02
"2024-53587-19/09/2025","WINNINOWIE","CC PT.AUGUSTA.",2,2,0,1,1,2024,"April","Monday","11:13 am",110,"Sealed","Dry","Not Raining","Daylight","Right Angle",2,,,1272967.12,1926901.36
"2024-53594-19/09/2025","OAKLANDS PARK","CC MARION.",2,1,0,0,1,2024,"April","Monday","01:15 pm",60,"Sealed","Dry","Not Raining","Daylight","Right Angle",1,,,1322761.73,1661110.22
"2024-53595-19/09/2025","INKERMAN","WAKEFIELD REGIONAL COUNCIL",3,1,0,1,0,2024,"April","Monday","11:36 am",110,"Sealed","Dry","Not Raining","Daylight","Hit Fixed Object",1,,,1298639.23,1740539.51
"2024-53606-19/09/2025","MERRITON","PT.PIRIE CITY & DIST. COUNCIL",3,1,0,0,1,2024,"April","Monday","01:21 pm",40,"Sealed","Dry","Not Raining","Daylight","Rear End",1,,,1293585.73,1839689.91
"2024-53607-19/09/2025","VISTA","CITY OF TEA TREE GULLY",1,1,0,0,1,2024,"April","Monday","03:21 pm",60,"Sealed","Wet","Raining","Daylight","Roll Over",1,,,1340242.21,1679782.02
"2024-53609-19/09/2025","MIDDLE BEACH","DC MALLALA.",2,1,0,0,1,2024,"April","Monday","02:45 pm",80,"Unsealed","Dry","Not Raining","Daylight","Hit Fixed Object",1,,"Y",1312825.89,1707654.98
"2024-53614-19/09/2025","MOUNT GAMBIER","CC MT.GAMBIER.",2,1,0,1,0,2024,"April","Monday","04:25 pm",50,"Sealed","Wet","Raining","Daylight","Hit Pedestrian",1,,,1510265.16,1340122.24
"2024-53622-19/09/2025","MOUNT GAMBIER","CC MT.GAMBIER.",2,2,0,0,2,2024,"April","Tuesday","08:55 am",50,"Sealed","Dry","Not Raining","Daylight","Right Turn",1,,,1510113.15,1339796.1
"2024-53623-19/09/2025","EASTWOOD","CITY OF BURNSIDE",2,1,0,0,1,2024,"April","Tuesday","08:35 am",60,"Sealed","Dry","Not Raining","Daylight","Rear End",2,,,1329982.48,1668988.15
"2024-53627-19/09/2025","KESWICK","CITY OF WEST TORRENS",2,1,0,0,1,2024,"April","Tuesday","09:53 am",60,"Sealed","Dry","Not Raining","Daylight","Rear End",1,,,1325794.33,1668947.63
"2024-53629-19/09/2025","LEABROOK","CITY OF BURNSIDE",2,1,0,0,1,2024,"February","Wednesday","11:30 am",60,"Sealed","Dry","Not Raining","Daylight","Right Angle",2,,,1333782.56,1669683.11
"2024-53636-19/09/2025","GLENELG NORTH","CITY OF HOLDFAST BAY",2,1,0,0,1,2024,"March","Friday","02:45 pm",60,"Sealed","Dry","Not Raining","Daylight","Rear End",2,,,1321014.42,1665321.69
"2024-53637-19/09/2025","MAWSON LAKES","CITY OF SALISBURY",2,1,0,0,1,2024,"April","Tuesday","12:15 pm",80,"Sealed","Dry","Not Raining","Daylight","Rear End",2,,,1331207,1682727.06
"2024-53638-19/09/2025","PARAFIELD GARDENS","CITY OF SALISBURY",2,1,0,0,1,2024,"April","Tuesday","03:50 pm",60,"Sealed","Dry","Not Raining","Daylight","Right Turn",2,,,1330357.74,1685449.91
"2024-53639-19/09/2025","SALISBURY PARK","CITY OF SALISBURY",2,1,0,0,1,2024,"April","Tuesday","03:15 pm",60,"Sealed","Dry","Not Raining","Daylight","Rear End",2,,,1334943.75,1688510.04
"2024-53643-19/09/2025","WOODVILLE NORTH","CITY OF CHARLES STURT",2,1,0,0,1,2024,"April","Tuesday","06:00 pm",60,"Sealed","Dry","Not Raining","Night","Right Angle",1,,,1323076.99,1677139.12
"2024-53645-19/09/2025","MORPHETT VALE","CITY OF ONKAPARINGA",2,2,0,2,0,2024,"April","Tuesday","05:50 pm",70,"Sealed","Dry","Not Raining","Daylight","Right Angle",1,,,1319574.9,1650969.89
"2024-53646-19/09/2025","MANOORA","CLARE AND GILBERT VALLEYS DISTRICT COUNCIL",2,2,0,1,1,2024,"April","Tuesday","04:32 pm",100,"Sealed","Dry","Not Raining","Daylight","Hit Fixed Object",1,,,1346674.86,1777850.75
"2024-53649-19/09/2025","EDINBURGH NORTH","CITY OF PLAYFORD.",2,2,0,1,1,2024,"April","Tuesday","06:28 pm",60,"Sealed","Dry","Not Raining","Night","Right Turn",1,,"Y",1334415.01,1695723.17
"2024-53650-19/09/2025","GLANDORE","CC MARION.",2,1,0,0,1,2024,"April","Tuesday","06:40 pm",60,"Sealed","Dry","Not Raining","Night","Rear End",1,,,1325858.98,1666472.26
"2024-53653-19/09/2025","DUBLIN","DC MALLALA.",2,1,0,0,1,2024,"April","Tuesday","06:40 pm",110,"Sealed","Dry","Not Raining","Night","Right Angle",2,,,1307934.21,1723654.09
"2024-53655-19/09/2025","MOUNT GAMBIER","CC MT.GAMBIER.",2,1,0,0,1,2024,"April","Tuesday","08:31 pm",60,"Sealed","Dry","Not Raining","Night","Right Angle",2,,,1510778.62,1340230.79
"2024-53660-19/09/2025","PARA HILLS WEST","CITY OF SALISBURY",2,1,0,0,1,2024,"April","Wednesday","08:46 am",50,"Sealed","Dry","Not Raining","Daylight","Rear End",1,,,1333017.81,1684030.36
"2024-53666-19/09/2025","HAWTHORN","CC MITCHAM.",2,1,0,0,1,2024,"April","Tuesday","07:48 am",50,"Sealed","Dry","Not Raining","Daylight","Hit Parked Vehicle",2,,,1328311.69,1666188.55
"2024-53667-19/09/2025","PARALOWIE","CITY OF SALISBURY",1,1,0,0,1,2024,"April","Friday","07:00 am",50,"Sealed","Dry","Not Raining","Daylight","Roll Over",1,,,1331283.21,1689213.98
"2024-53668-19/09/2025","VALLEY VIEW","CITY OF PORT ADELAIDE ENFIELD",3,1,0,1,0,2024,"April","Wednesday","10:43 am",60,"Sealed","Dry","Not Raining","Daylight","Right Turn",1,,,1334550.17,1679386.94
"2024-53669-19/09/2025","WAYVILLE","CITY OF UNLEY",2,1,0,0,1,2024,"April","Tuesday","01:15 pm",60,"Sealed","Dry","Not Raining","Daylight","Rear End",2,,,1327321.55,1668931.84
"2024-53678-19/09/2025","TINTINARA","COORONG DISTRICT COUNCIL",2,4,1,1,2,2024,"April","Wednesday","12:45 pm",60,"Sealed","Dry","Not Raining","Daylight","Right Angle",1,,,1456241.88,1559304.7
"2024-53688-19/09/2025","EDWARDSTOWN","CC MARION.",2,1,0,0,1,2024,"April","Wednesday","03:32 pm",60,"Sealed","Dry","Not Raining","Daylight","Right Turn",2,,,1325923.86,1664392.42
"2024-53693-19/09/2025","NORWOOD","CC OF NORWOOD,PAYNEHAM & ST PETERS",2,1,0,0,1,2024,"April","Wednesday","07:15 am",50,"Sealed","Dry","Not Raining","Daylight","Right Angle",2,,,1330838.6,1670704.69
"2024-53696-19/09/2025","MEDINDIE","WALKERVILLE TOWN COUNCIL",2,1,0,0,1,2024,"April","Wednesday","05:50 pm",60,"Sealed","Dry","Not Raining","Daylight","Right Turn",1,,,1328641.4,1673957.67
"2024-53700-19/09/2025","MOUNT GAMBIER","CC MT.GAMBIER.",2,1,0,1,0,2024,"April","Wednesday","09:10 pm",60,"Sealed","Wet","Raining","Night","Hit Pedestrian",2,,,1511373.31,1338792.91
"2024-53701-19/09/2025","WIRRULLA","DC STREAKY BAY.",1,1,0,1,0,2024,"April","Wednesday","11:57 pm",100,"Unsealed","Dry","Not Raining","Night","Roll Over",1,,,959509.55,1955501.65
"2024-53704-19/09/2025","ST MORRIS","CC OF NORWOOD,PAYNEHAM & ST PETERS",2,1,0,0,1,2024,"April","Thursday","03:00 am",60,"Sealed","Dry","Not Raining","Night","Hit Fixed Object",1,"Y",,1333859.33,1671805.1
"2024-53705-19/09/2025","WINGFIELD","CITY OF PORT ADELAIDE ENFIELD",2,2,0,2,0,2024,"April","Thursday","05:40 am",60,"Sealed","Dry","Not Raining","Night","Hit Fixed Object",1,"Y",,1323907.77,1679152.42
"2024-53707-19/09/2025","MONARTO SOUTH","RC MURRAY BRIDGE.",2,2,0,1,1,2024,"April","Thursday","06:35 am",100,"Sealed","Wet","Raining","Night","Right Angle",2,,,1375952.72,1647660.43
"2024-53710-19/09/2025","MODBURY NORTH","CITY OF TEA TREE GULLY",2,1,0,0,1,2024,"April","Wednesday","11:45 am",60,"Sealed","Dry","Not Raining","Daylight","Rear End",2,,,1336848.16,1681212.44
"2024-53714-19/09/2025","CHERRY GARDENS","CITY OF ONKAPARINGA",2,1,0,1,0,2024,"April","Thursday","09:10 am",70,"Sealed","Wet","Not Raining","Daylight","Head On",1,,,1330658.25,1654723.61
"2024-53720-19/09/2025","ADELAIDE","CITY OF ADELAIDE",2,1,0,0,1,2024,"April","Thursday","11:15 am",50,"Sealed","Dry","Not Raining","Daylight","Hit Pedestrian",1,,,1328954.17,1670200.66
"2024-53725-19/09/2025","PARAFIELD GARDENS","CITY OF SALISBURY",2,1,0,1,0,2024,"April","Thursday","03:45 pm",50,"Sealed","Dry","Not Raining","Daylight","Hit Pedestrian",2,,,1330316.07,1684783.74
"2024-53728-19/09/2025","BLAIR ATHOL","CITY OF PORT ADELAIDE ENFIELD",2,1,0,0,1,2024,"April","Thursday","04:10 pm",60,"Sealed","Dry","Not Raining","Daylight","Right Turn",2,,,1328805.81,1678802.93
"2024-53731-19/09/2025","VICTOR HARBOR","DC VICTOR HARBOR.",3,1,0,0,1,2024,"April","Thursday","04:50 pm",60,"Sealed","Wet","Raining","Daylight","Rear End",1,"Y",,1327860.03,1601080.58
"2024-53732-19/09/2025","ELIZABETH NORTH","CITY OF PLAYFORD.",2,1,0,0,1,2024,"April","Thursday","05:15 pm",50,"Sealed","Dry","Not Raining","Daylight","Hit Fixed Object",1,,,1336475.93,1696210.54
"2024-53734-19/09/2025","ELIZABETH NORTH","CITY OF PLAYFORD.",2,1,0,0,1,2024,"April","Thursday","06:00 pm",50,"Sealed","Dry","Not Raining","Night","Rear End",2,,,1336217.73,1695069.87
"2024-53735-19/09/2025","ELIZABETH","CITY OF PLAYFORD.",2,1,0,0,1,2024,"April","Wednesday","02:30 pm",50,"Unsealed","Dry","Not Raining","Daylight","Rear End",2,,,1335426.71,1693594.47
"2024-53736-19/09/2025","ELIZABETH GROVE","CITY OF PLAYFORD.",3,2,0,0,2,2024,"April","Thursday","05:58 pm",50,"Sealed","Dry","Not Raining","Night","Hit Pedestrian",1,,,1335636,1692049.05
"2024-53737-19/09/2025","MODBURY","CITY OF TEA TREE GULLY",3,2,0,0,2,2024,"April","Thursday","06:05 pm",50,"Sealed","Dry","Not Raining","Night","Side Swipe",1,,,1336967.54,1680618.05
"2024-53740-19/09/2025","LIGHTSVIEW","CITY OF PORT ADELAIDE ENFIELD",2,1,0,0,1,2024,"April","Thursday","06:36 pm",60,"Sealed","Dry","Not Raining","Night","Hit Pedestrian",1,,,1330415.38,1677787.97
"2024-53741-19/09/2025","STANLEY","CLARE AND GILBERT VALLEYS DISTRICT COUNCIL",2,1,0,0,1,2024,"April","Thursday","07:54 pm",100,"Sealed","Dry","Not Raining","Night","Hit Fixed Object",1,,,1345400.4,1785689.01
"2024-53745-19/09/2025","RIDGEHAVEN","CITY OF TEA TREE GULLY",2,1,0,0,1,2024,"April","Friday","08:15 am",60,"Sealed","Dry","Not Raining","Daylight","Right Angle",1,,,1337431.03,1681483.4
"2024-53750-19/09/2025","NORWOOD","CC OF NORWOOD,PAYNEHAM & ST PETERS",4,2,0,0,2,2024,"April","Friday","11:45 am",60,"Sealed","Dry","Not Raining","Daylight","Head On",1,,,1330733.64,1670366.29
"2024-53753-19/09/2025","ANGAS PLAINS","ALEXANDRINA COUNCIL",2,1,0,1,0,2024,"April","Friday","11:00 am",80,"Sealed","Dry","Not Raining","Daylight","Right Angle",1,,,1363995.02,1623879.39
"2024-53756-19/09/2025","CEDUNA","DC CEDUNA",2,1,0,0,1,2024,"April","Friday","01:10 pm",60,"Sealed","Dry","Not Raining","Daylight","Right Angle",1,,,875154.64,1985828.14
"2024-53757-19/09/2025","BELTANA",,1,1,0,0,1,2024,"April","Wednesday","10:00 am",100,"Unsealed","Dry","Not Raining","Daylight","Left Road - Out of Control",1,,,1324916.82,2125903.77
"2024-53758-19/09/2025","CLOVELLY PARK","CC MARION.",2,1,0,0,1,2024,"April","Friday","01:30 pm",60,"Sealed","Dry","Not Raining","Daylight","Right Angle",1,,,1325958.85,1663138.19
"2024-53760-19/09/2025","SOUTH PLYMPTON","CC MARION.",4,1,0,0,1,2024,"April","Friday","01:00 pm",60,"Sealed","Dry","Not Raining","Daylight","Rear End",1,,,1324272.56,1665304.79
"2024-53762-19/09/2025","GLENELG","CITY OF HOLDFAST BAY",2,1,0,0,1,2024,"April","Wednesday","08:15 am",50,"Sealed","Dry","Not Raining","Daylight","Right Angle",2,,,1320706.38,1665092.82
"2024-53765-19/09/2025","WILLUNGA","CITY OF ONKAPARINGA",2,1,0,0,1,2024,"April","Friday","03:40 pm",100,"Sealed","Dry","Not Raining","Daylight","Rear End",1,,,1321414.08,1633049.54
"2024-53770-19/09/2025","PROSPECT","CITY OF PROSPECT",2,1,0,0,1,2024,"April","Friday","04:55 pm",50,"Sealed","Dry","Not Raining","Daylight","Right Turn",1,,,1328103.36,1674451.03
"2024-53773-19/09/2025","PARADISE","CC CAMPBELLTOWN.",2,1,0,0,1,2024,"April","Friday","05:12 pm",60,"Sealed","Dry","Not Raining","Daylight","Right Angle",2,,,1334661.74,1675971.51
"2024-53774-19/09/2025","ELIZABETH SOUTH","CITY OF PLAYFORD.",2,1,0,0,1,2024,"April","Friday","03:59 pm",60,"Sealed","Dry","Not Raining","Daylight","Right Turn",1,,,1334401.44,1690311.4
"2024-53775-19/09/2025","NORTH PLYMPTON","CITY OF WEST TORRENS",2,1,0,0,1,2024,"April","Friday","05:45 pm",50,"Sealed","Dry","Not Raining","Daylight","Hit Parked Vehicle",1,,,1324807.67,1667894.51
